actual_date,heures,consommation,prevision_j_1,prevision_j,fioul,charbon,gaz,nucleaire,eolien_total,solaire,hydraulique,pompage,bioenergies,ech_physiques,taux_co2,ech_angleterre,ech_espagne,ech_italie,ech_suisse,ech_allemagne_belgique,fioul_tac,fioul_cogen,fioul_autres,gaz_tac,gaz_cogen,gaz_ccg,gaz_autres,hydraulique_fil_de_l_eau,hydraulique_lacs,hydraulique_step_turbinage,bioenergies.1,bio_biomasse,bio_biogaz,stockage_batterie,destockage_batterie,eolien_terrestre,eolien_offshore,month,date,date_only,datetime
2024-01-01,1,47271.0,45600.0,45400.0,78.0,10.0,823.0,39556.0,6423.0,0.0,9801.0,-34.0,1044.0,-10152.0,10.0,-1000.0,-2000.0,-1700.0,-1968.0,-4321.0,14.0,59.0,4.0,5.0,352.0,424.0,42.0,5748.0,3098.0,1008.0,392.0,313.0,340.0,0.0,0.0,6157.0,266.0,1,01/01/2024,2024-01-01,2024-01-01 00:00:00
2024-01-01,2,43510.0,41900.0,42400.0,78.0,10.0,678.0,39363.0,6046.0,0.0,8807.0,-311.0,1051.0,-11980.0,9.0,-900.0,-2000.0,-1700.0,-2293.0,-4924.0,14.0,59.0,4.0,5.0,280.0,356.0,38.0,5630.0,2601.0,583.0,397.0,316.0,340.0,0.0,0.0,5785.0,296.0,1,01/01/2024,2024-01-01,2024-01-01 01:00:00
2024-01-01,3,42196.0,42000.0,41500.0,77.0,11.0,684.0,39546.0,5366.0,0.0,8535.0,-723.0,1053.0,-12077.0,10.0,-1000.0,-2000.0,-1700.0,-2352.0,-5127.0,14.0,59.0,4.0,5.0,280.0,361.0,38.0,5480.0,2393.0,663.0,396.0,319.0,338.0,0.0,0.0,5111.0,255.0,1,01/01/2024,2024-01-01,2024-01-01 02:00:00
2024-01-01,4,40638.0,39800.0,39500.0,78.0,12.0,705.0,39404.0,5033.0,0.0,7899.0,-1000.0,1069.0,-12432.0,10.0,-1000.0,-2000.0,-1682.0,-2385.0,-5865.0,15.0,59.0,4.0,5.0,280.0,382.0,38.0,5337.0,2044.0,533.0,413.0,319.0,338.0,0.0,0.0,4842.0,190.0,1,01/01/2024,2024-01-01,2024-01-01 03:00:00
2024-01-01,5,39178.0,38400.0,38400.0,78.0,12.0,929.0,39538.0,4741.0,0.0,7652.0,-1310.0,1056.0,-13014.0,12.0,-1000.0,-1200.0,-1700.0,-2385.0,-6899.0,15.0,59.0,4.0,5.0,288.0,598.0,38.0,5278.0,2059.0,319.0,411.0,313.0,338.0,0.0,0.0,4574.0,167.0,1,01/01/2024,2024-01-01,2024-01-01 04:00:00
2024-01-01,6,40382.0,40000.0,40100.0,78.0,12.0,1389.0,39657.0,4345.0,0.0,7923.0,-808.0,1048.0,-13013.0,14.0,-985.0,-1200.0,-1700.0,-2385.0,-6804.0,15.0,59.0,4.0,5.0,289.0,1057.0,38.0,5204.0,2260.0,477.0,409.0,302.0,337.0,0.0,0.0,4177.0,175.0,1,01/01/2024,2024-01-01,2024-01-01 05:00:00
2024-01-01,7,44800.0,45000.0,45300.0,77.0,12.0,2454.0,39731.0,4132.0,0.0,9188.0,-4.0,1035.0,-11699.0,20.0,-804.0,-1005.0,-1700.0,-2385.0,-5251.0,15.0,59.0,4.0,5.0,373.0,2032.0,45.0,5375.0,2940.0,873.0,401.0,298.0,336.0,0.0,0.0,3989.0,142.0,1,01/01/2024,2024-01-01,2024-01-01 06:00:00
2024-01-01,8,50692.0,50300.0,50900.0,75.0,12.0,3274.0,39930.0,4207.0,0.0,11409.0,-4.0,1040.0,-9166.0,24.0,-295.0,-328.0,-1700.0,-2297.0,-4230.0,15.0,57.0,3.0,12.0,405.0,2805.0,52.0,5672.0,3834.0,1902.0,400.0,304.0,336.0,0.0,0.0,4116.0,102.0,1,01/01/2024,2024-01-01,2024-01-01 07:00:00
2024-01-01,9,53162.0,52200.0,52500.0,203.0,12.0,3695.0,40101.0,4142.0,302.0,12168.0,-5.0,1018.0,-8245.0,28.0,-758.0,395.0,-1588.0,-1821.0,-3736.0,143.0,57.0,3.0,369.0,425.0,2945.0,74.0,5832.0,4038.0,2301.0,397.0,286.0,336.0,0.0,0.0,4049.0,93.0,1,01/01/2024,2024-01-01,2024-01-01 08:00:00
2024-01-01,10,54319.0,53300.0,53400.0,202.0,12.0,3743.0,40032.0,3752.0,2720.0,11616.0,-5.0,1017.0,-7499.0,28.0,-874.0,479.0,-1714.0,-2385.0,-3849.0,142.0,57.0,3.0,381.0,470.0,2816.0,76.0,5740.0,3926.0,2005.0,398.0,294.0,332.0,0.0,0.0,3662.0,100.0,1,01/01/2024,2024-01-01,2024-01-01 09:00:00
2024-01-01,11,54233.0,52900.0,53100.0,202.0,14.0,3704.0,39888.0,2869.0,6143.0,10413.0,-65.0,1025.0,-8088.0,28.0,-999.0,1156.0,-1714.0,-2251.0,-4122.0,141.0,57.0,7.0,404.0,444.0,2802.0,87.0,5586.0,3565.0,1261.0,391.0,303.0,330.0,0.0,0.0,2759.0,110.0,1,01/01/2024,2024-01-01,2024-01-01 10:00:00
2024-01-01,12,54056.0,52600.0,52700.0,80.0,14.0,3189.0,39949.0,2153.0,9486.0,8627.0,-16.0,1045.0,-8496.0,23.0,-1000.0,1200.0,-1689.0,-2384.0,-5787.0,15.0,60.0,7.0,86.0,419.0,2594.0,90.0,5433.0,3050.0,285.0,406.0,304.0,339.0,0.0,0.0,2056.0,97.0,1,01/01/2024,2024-01-01,2024-01-01 11:00:00
2024-01-01,13,54672.0,53000.0,53200.0,80.0,15.0,1607.0,40568.0,2209.0,12300.0,8559.0,-385.0,1054.0,-9881.0,13.0,-1000.0,1704.0,-1494.0,-1884.0,-6183.0,14.0,60.0,6.0,21.0,348.0,1143.0,95.0,5388.0,3079.0,470.0,413.0,301.0,343.0,0.0,0.0,2168.0,52.0,1,01/01/2024,2024-01-01,2024-01-01 12:00:00
2024-01-01,14,55198.0,53100.0,53900.0,79.0,15.0,1044.0,40490.0,2451.0,13602.0,7787.0,-1058.0,1060.0,-9604.0,10.0,-1000.0,1175.0,-1100.0,-1884.0,-6703.0,14.0,59.0,6.0,9.0,318.0,636.0,82.0,5312.0,2013.0,461.0,419.0,301.0,342.0,0.0,0.0,2383.0,68.0,1,01/01/2024,2024-01-01,2024-01-01 13:00:00
2024-01-01,15,52788.0,49700.0,51400.0,79.0,15.0,832.0,39800.0,2452.0,13686.0,6521.0,-1544.0,1064.0,-9475.0,9.0,-1000.0,939.0,-900.0,-1884.0,-6973.0,14.0,59.0,6.0,4.0,317.0,433.0,79.0,5190.0,1250.0,123.0,415.0,306.0,345.0,0.0,0.0,2430.0,68.0,1,01/01/2024,2024-01-01,2024-01-01 14:00:00
2024-01-01,16,50809.0,47400.0,49200.0,79.0,15.0,722.0,38633.0,2397.0,12902.0,6518.0,-1761.0,1080.0,-9147.0,9.0,-1000.0,1200.0,-857.0,-1884.0,-7536.0,14.0,59.0,6.0,4.0,322.0,320.0,77.0,5101.0,1262.0,155.0,427.0,306.0,349.0,0.0,0.0,2397.0,12.0,1,01/01/2024,2024-01-01,2024-01-01 15:00:00
2024-01-01,17,48805.0,45700.0,47300.0,79.0,15.0,770.0,38641.0,2310.0,10834.0,6455.0,-1027.0,1098.0,-9692.0,10.0,-1000.0,1200.0,-1332.0,-2184.0,-7437.0,14.0,60.0,6.0,4.0,324.0,368.0,74.0,5086.0,1191.0,194.0,433.0,317.0,350.0,0.0,0.0,2296.0,14.0,1,01/01/2024,2024-01-01,2024-01-01 16:00:00
2024-01-01,18,47175.0,45000.0,46600.0,78.0,15.0,814.0,40119.0,2226.0,7864.0,8044.0,-946.0,1070.0,-10410.0,10.0,-1000.0,1200.0,-1687.0,-1972.0,-6481.0,14.0,59.0,5.0,4.0,319.0,418.0,74.0,5360.0,2252.0,496.0,427.0,294.0,349.0,0.0,0.0,2219.0,18.0,1,01/01/2024,2024-01-01,2024-01-01 17:00:00
2024-01-01,19,48089.0,47200.0,48800.0,79.0,15.0,1849.0,40851.0,2124.0,4272.0,9972.0,-6.0,1075.0,-10070.0,16.0,-1000.0,1200.0,-1700.0,-2043.0,-6210.0,14.0,61.0,4.0,42.0,381.0,1341.0,85.0,5626.0,3264.0,1082.0,424.0,298.0,353.0,0.0,0.0,2083.0,45.0,1,01/01/2024,2024-01-01,2024-01-01 18:00:00
2024-01-01,20,50741.0,50300.0,51900.0,80.0,15.0,3068.0,41031.0,1806.0,1029.0,12559.0,-4.0,1084.0,-9033.0,23.0,-689.0,981.0,-1700.0,-2380.0,-4207.0,14.0,62.0,3.0,43.0,387.0,2585.0,86.0,6151.0,4395.0,2012.0,436.0,299.0,349.0,0.0,0.0,1745.0,61.0,1,01/01/2024,2024-01-01,2024-01-01 19:00:00
2024-01-01,21,51858.0,51500.0,53100.0,80.0,15.0,3106.0,41048.0,2023.0,5.0,12957.0,-4.0,1112.0,-8200.0,24.0,-928.0,-1750.0,-1698.0,-738.0,-3169.0,14.0,62.0,3.0,9.0,387.0,2625.0,86.0,6288.0,4448.0,2242.0,465.0,298.0,349.0,0.0,0.0,1947.0,75.0,1,01/01/2024,2024-01-01,2024-01-01 20:00:00
2024-01-01,22,49393.0,48200.0,49700.0,81.0,15.0,2854.0,40250.0,2411.0,0.0,12110.0,-4.0,1117.0,-9203.0,23.0,-933.0,-1750.0,-1682.0,-1027.0,-4843.0,15.0,63.0,3.0,9.0,362.0,2428.0,66.0,6162.0,4065.0,2078.0,470.0,297.0,350.0,0.0,0.0,2332.0,85.0,1,01/01/2024,2024-01-01,2024-01-01 21:00:00
2024-01-01,23,47371.0,46100.0,47500.0,80.0,15.0,2847.0,40085.0,2783.0,0.0,11374.0,-60.0,1106.0,-9765.0,23.0,-50.0,-1750.0,-1392.0,-1344.0,-3405.0,15.0,62.0,3.0,6.0,366.0,2419.0,56.0,5956.0,3688.0,1730.0,463.0,292.0,351.0,0.0,0.0,2666.0,117.0,1,01/01/2024,2024-01-01,2024-01-01 22:00:00
2024-01-01,24,48619.0,48000.0,49300.0,79.0,14.0,2548.0,38664.0,2918.0,0.0,11418.0,-4.0,1106.0,-7795.0,21.0,-380.0,-1750.0,-1606.0,-909.0,-2753.0,15.0,61.0,3.0,6.0,361.0,2130.0,52.0,5825.0,4016.0,1576.0,463.0,294.0,350.0,0.0,0.0,2771.0,182.0,1,01/01/2024,2024-01-01,2024-01-01 23:00:00
2024-01-02,1,47271.0,45600.0,45400.0,78.0,10.0,823.0,39556.0,6423.0,0.0,9801.0,-34.0,1044.0,-10152.0,10.0,-1000.0,-2000.0,-1700.0,-1968.0,-4321.0,14.0,59.0,4.0,5.0,352.0,424.0,42.0,5748.0,3098.0,1008.0,392.0,313.0,340.0,0.0,0.0,6157.0,266.0,1,02/01/2024,2024-01-02,2024-01-02 00:00:00
2024-01-02,2,43510.0,41900.0,42400.0,78.0,10.0,678.0,39363.0,6046.0,0.0,8807.0,-311.0,1051.0,-11980.0,9.0,-900.0,-2000.0,-1700.0,-2293.0,-4924.0,14.0,59.0,4.0,5.0,280.0,356.0,38.0,5630.0,2601.0,583.0,397.0,316.0,340.0,0.0,0.0,5785.0,296.0,1,02/01/2024,2024-01-02,2024-01-02 01:00:00
2024-01-02,3,42196.0,42000.0,41500.0,77.0,11.0,684.0,39546.0,5366.0,0.0,8535.0,-723.0,1053.0,-12077.0,10.0,-1000.0,-2000.0,-1700.0,-2352.0,-5127.0,14.0,59.0,4.0,5.0,280.0,361.0,38.0,5480.0,2393.0,663.0,396.0,319.0,338.0,0.0,0.0,5111.0,255.0,1,02/01/2024,2024-01-02,2024-01-02 02:00:00
2024-01-02,4,40638.0,39800.0,39500.0,78.0,12.0,705.0,39404.0,5033.0,0.0,7899.0,-1000.0,1069.0,-12432.0,10.0,-1000.0,-2000.0,-1682.0,-2385.0,-5865.0,15.0,59.0,4.0,5.0,280.0,382.0,38.0,5337.0,2044.0,533.0,413.0,319.0,338.0,0.0,0.0,4842.0,190.0,1,02/01/2024,2024-01-02,2024-01-02 03:00:00
2024-01-02,5,39178.0,38400.0,38400.0,78.0,12.0,929.0,39538.0,4741.0,0.0,7652.0,-1310.0,1056.0,-13014.0,12.0,-1000.0,-1200.0,-1700.0,-2385.0,-6899.0,15.0,59.0,4.0,5.0,288.0,598.0,38.0,5278.0,2059.0,319.0,411.0,313.0,338.0,0.0,0.0,4574.0,167.0,1,02/01/2024,2024-01-02,2024-01-02 04:00:00
2024-01-02,6,40382.0,40000.0,40100.0,78.0,12.0,1389.0,39657.0,4345.0,0.0,7923.0,-808.0,1048.0,-13013.0,14.0,-985.0,-1200.0,-1700.0,-2385.0,-6804.0,15.0,59.0,4.0,5.0,289.0,1057.0,38.0,5204.0,2260.0,477.0,409.0,302.0,337.0,0.0,0.0,4177.0,175.0,1,02/01/2024,2024-01-02,2024-01-02 05:00:00
2024-01-02,7,44800.0,45000.0,45300.0,77.0,12.0,2454.0,39731.0,4132.0,0.0,9188.0,-4.0,1035.0,-11699.0,20.0,-804.0,-1005.0,-1700.0,-2385.0,-5251.0,15.0,59.0,4.0,5.0,373.0,2032.0,45.0,5375.0,2940.0,873.0,401.0,298.0,336.0,0.0,0.0,3989.0,142.0,1,02/01/2024,2024-01-02,2024-01-02 06:00:00
2024-01-02,8,50692.0,50300.0,50900.0,75.0,12.0,3274.0,39930.0,4207.0,0.0,11409.0,-4.0,1040.0,-9166.0,24.0,-295.0,-328.0,-1700.0,-2297.0,-4230.0,15.0,57.0,3.0,12.0,405.0,2805.0,52.0,5672.0,3834.0,1902.0,400.0,304.0,336.0,0.0,0.0,4116.0,102.0,1,02/01/2024,2024-01-02,2024-01-02 07:00:00
2024-01-02,9,53162.0,52200.0,52500.0,203.0,12.0,3695.0,40101.0,4142.0,302.0,12168.0,-5.0,1018.0,-8245.0,28.0,-758.0,395.0,-1588.0,-1821.0,-3736.0,143.0,57.0,3.0,369.0,425.0,2945.0,74.0,5832.0,4038.0,2301.0,397.0,286.0,336.0,0.0,0.0,4049.0,93.0,1,02/01/2024,2024-01-02,2024-01-02 08:00:00
2024-01-02,10,54319.0,53300.0,53400.0,202.0,12.0,3743.0,40032.0,3752.0,2720.0,11616.0,-5.0,1017.0,-7499.0,28.0,-874.0,479.0,-1714.0,-2385.0,-3849.0,142.0,57.0,3.0,381.0,470.0,2816.0,76.0,5740.0,3926.0,2005.0,398.0,294.0,332.0,0.0,0.0,3662.0,100.0,1,02/01/2024,2024-01-02,2024-01-02 09:00:00
2024-01-02,11,54233.0,52900.0,53100.0,202.0,14.0,3704.0,39888.0,2869.0,6143.0,10413.0,-65.0,1025.0,-8088.0,28.0,-999.0,1156.0,-1714.0,-2251.0,-4122.0,141.0,57.0,7.0,404.0,444.0,2802.0,87.0,5586.0,3565.0,1261.0,391.0,303.0,330.0,0.0,0.0,2759.0,110.0,1,02/01/2024,2024-01-02,2024-01-02 10:00:00
2024-01-02,12,54056.0,52600.0,52700.0,80.0,14.0,3189.0,39949.0,2153.0,9486.0,8627.0,-16.0,1045.0,-8496.0,23.0,-1000.0,1200.0,-1689.0,-2384.0,-5787.0,15.0,60.0,7.0,86.0,419.0,2594.0,90.0,5433.0,3050.0,285.0,406.0,304.0,339.0,0.0,0.0,2056.0,97.0,1,02/01/2024,2024-01-02,2024-01-02 11:00:00
2024-01-02,13,54672.0,53000.0,53200.0,80.0,15.0,1607.0,40568.0,2209.0,12300.0,8559.0,-385.0,1054.0,-9881.0,13.0,-1000.0,1704.0,-1494.0,-1884.0,-6183.0,14.0,60.0,6.0,21.0,348.0,1143.0,95.0,5388.0,3079.0,470.0,413.0,301.0,343.0,0.0,0.0,2168.0,52.0,1,02/01/2024,2024-01-02,2024-01-02 12:00:00
2024-01-02,14,55198.0,53100.0,53900.0,79.0,15.0,1044.0,40490.0,2451.0,13602.0,7787.0,-1058.0,1060.0,-9604.0,10.0,-1000.0,1175.0,-1100.0,-1884.0,-6703.0,14.0,59.0,6.0,9.0,318.0,636.0,82.0,5312.0,2013.0,461.0,419.0,301.0,342.0,0.0,0.0,2383.0,68.0,1,02/01/2024,2024-01-02,2024-01-02 13:00:00
2024-01-02,15,52788.0,49700.0,51400.0,79.0,15.0,832.0,39800.0,2452.0,13686.0,6521.0,-1544.0,1064.0,-9475.0,9.0,-1000.0,939.0,-900.0,-1884.0,-6973.0,14.0,59.0,6.0,4.0,317.0,433.0,79.0,5190.0,1250.0,123.0,415.0,306.0,345.0,0.0,0.0,2430.0,68.0,1,02/01/2024,2024-01-02,2024-01-02 14:00:00
2024-01-02,16,50809.0,47400.0,49200.0,79.0,15.0,722.0,38633.0,2397.0,12902.0,6518.0,-1761.0,1080.0,-9147.0,9.0,-1000.0,1200.0,-857.0,-1884.0,-7536.0,14.0,59.0,6.0,4.0,322.0,320.0,77.0,5101.0,1262.0,155.0,427.0,306.0,349.0,0.0,0.0,2397.0,12.0,1,02/01/2024,2024-01-02,2024-01-02 15:00:00
2024-01-02,17,48805.0,45700.0,47300.0,79.0,15.0,770.0,38641.0,2310.0,10834.0,6455.0,-1027.0,1098.0,-9692.0,10.0,-1000.0,1200.0,-1332.0,-2184.0,-7437.0,14.0,60.0,6.0,4.0,324.0,368.0,74.0,5086.0,1191.0,194.0,433.0,317.0,350.0,0.0,0.0,2296.0,14.0,1,02/01/2024,2024-01-02,2024-01-02 16:00:00
2024-01-02,18,47175.0,45000.0,46600.0,78.0,15.0,814.0,40119.0,2226.0,7864.0,8044.0,-946.0,1070.0,-10410.0,10.0,-1000.0,1200.0,-1687.0,-1972.0,-6481.0,14.0,59.0,5.0,4.0,319.0,418.0,74.0,5360.0,2252.0,496.0,427.0,294.0,349.0,0.0,0.0,2219.0,18.0,1,02/01/2024,2024-01-02,2024-01-02 17:00:00
2024-01-02,19,48089.0,47200.0,48800.0,79.0,15.0,1849.0,40851.0,2124.0,4272.0,9972.0,-6.0,1075.0,-10070.0,16.0,-1000.0,1200.0,-1700.0,-2043.0,-6210.0,14.0,61.0,4.0,42.0,381.0,1341.0,85.0,5626.0,3264.0,1082.0,424.0,298.0,353.0,0.0,0.0,2083.0,45.0,1,02/01/2024,2024-01-02,2024-01-02 18:00:00
2024-01-02,20,50741.0,50300.0,51900.0,80.0,15.0,3068.0,41031.0,1806.0,1029.0,12559.0,-4.0,1084.0,-9033.0,23.0,-689.0,981.0,-1700.0,-2380.0,-4207.0,14.0,62.0,3.0,43.0,387.0,2585.0,86.0,6151.0,4395.0,2012.0,436.0,299.0,349.0,0.0,0.0,1745.0,61.0,1,02/01/2024,2024-01-02,2024-01-02 19:00:00
2024-01-02,21,51858.0,51500.0,53100.0,80.0,15.0,3106.0,41048.0,2023.0,5.0,12957.0,-4.0,1112.0,-8200.0,24.0,-928.0,-1750.0,-1698.0,-738.0,-3169.0,14.0,62.0,3.0,9.0,387.0,2625.0,86.0,6288.0,4448.0,2242.0,465.0,298.0,349.0,0.0,0.0,1947.0,75.0,1,02/01/2024,2024-01-02,2024-01-02 20:00:00
2024-01-02,22,49393.0,48200.0,49700.0,81.0,15.0,2854.0,40250.0,2411.0,0.0,12110.0,-4.0,1117.0,-9203.0,23.0,-933.0,-1750.0,-1682.0,-1027.0,-4843.0,15.0,63.0,3.0,9.0,362.0,2428.0,66.0,6162.0,4065.0,2078.0,470.0,297.0,350.0,0.0,0.0,2332.0,85.0,1,02/01/2024,2024-01-02,2024-01-02 21:00:00
2024-01-02,23,47371.0,46100.0,47500.0,80.0,15.0,2847.0,40085.0,2783.0,0.0,11374.0,-60.0,1106.0,-9765.0,23.0,-50.0,-1750.0,-1392.0,-1344.0,-3405.0,15.0,62.0,3.0,6.0,366.0,2419.0,56.0,5956.0,3688.0,1730.0,463.0,292.0,351.0,0.0,0.0,2666.0,117.0,1,02/01/2024,2024-01-02,2024-01-02 22:00:00
2024-01-02,24,48619.0,48000.0,49300.0,79.0,14.0,2548.0,38664.0,2918.0,0.0,11418.0,-4.0,1106.0,-7795.0,21.0,-380.0,-1750.0,-1606.0,-909.0,-2753.0,15.0,61.0,3.0,6.0,361.0,2130.0,52.0,5825.0,4016.0,1576.0,463.0,294.0,350.0,0.0,0.0,2771.0,182.0,1,02/01/2024,2024-01-02,2024-01-02 23:00:00
2024-01-03,1,57308.0,56100.0,55900.0,99.0,12.0,7369.0,42550.0,5503.0,0.0,11439.0,-25.0,1205.0,-10573.0,46.0,-3926.0,800.0,-1962.0,-1746.0,-4170.0,0.0,84.0,17.0,73.0,1067.0,5270.0,959.0,6344.0,4382.0,957.0,483.0,395.0,331.0,0.0,0.0,5264.0,239.0,1,03/01/2024,2024-01-03,2024-01-03 00:00:00
2024-01-03,2,53796.0,53500.0,52500.0,98.0,15.0,5728.0,42545.0,5412.0,0.0,10201.0,-25.0,1205.0,-10937.0,39.0,-3849.0,800.0,-1871.0,-1987.0,-3559.0,0.0,83.0,17.0,69.0,1074.0,3631.0,955.0,6170.0,3702.0,329.0,482.0,392.0,331.0,0.0,0.0,5163.0,271.0,1,03/01/2024,2024-01-03,2024-01-03 01:00:00
2024-01-03,3,53301.0,53400.0,52400.0,96.0,15.0,5409.0,42486.0,5238.0,0.0,9948.0,-25.0,1201.0,-10934.0,38.0,-3912.0,800.0,-1576.0,-2013.0,-3790.0,0.0,81.0,17.0,69.0,1074.0,3312.0,955.0,5971.0,3685.0,461.0,485.0,386.0,332.0,0.0,0.0,4955.0,302.0,1,03/01/2024,2024-01-03,2024-01-03 02:00:00
2024-01-03,4,51775.0,50900.0,50700.0,97.0,15.0,5035.0,42563.0,4996.0,0.0,9531.0,-283.0,1197.0,-11096.0,37.0,-3887.0,800.0,-1584.0,-2015.0,-5103.0,0.0,82.0,17.0,69.0,1060.0,2952.0,955.0,5775.0,3491.0,289.0,481.0,389.0,329.0,0.0,0.0,4704.0,292.0,1,03/01/2024,2024-01-03,2024-01-03 03:00:00
2024-01-03,5,50024.0,49600.0,49000.0,97.0,15.0,4868.0,42579.0,4760.0,0.0,9446.0,-658.0,1184.0,-12104.0,36.0,-3903.0,800.0,-1712.0,-1927.0,-4953.0,0.0,82.0,17.0,69.0,1061.0,2787.0,954.0,5782.0,3439.0,281.0,468.0,389.0,329.0,0.0,0.0,4449.0,328.0,1,03/01/2024,2024-01-03,2024-01-03 04:00:00
2024-01-03,6,51652.0,52000.0,51500.0,97.0,15.0,5404.0,42583.0,4722.0,0.0,9212.0,-693.0,1183.0,-10798.0,39.0,-3007.0,800.0,-1824.0,-2015.0,-4667.0,0.0,82.0,17.0,69.0,1063.0,3321.0,954.0,5795.0,3314.0,105.0,469.0,390.0,329.0,0.0,0.0,4344.0,422.0,1,03/01/2024,2024-01-03,2024-01-03 05:00:00
2024-01-03,7,56171.0,56900.0,56500.0,97.0,15.0,6463.0,42579.0,4697.0,0.0,10712.0,-20.0,1173.0,-9453.0,43.0,-2463.0,800.0,-2147.0,-1816.0,-3156.0,0.0,82.0,17.0,73.0,1100.0,4334.0,956.0,5992.0,3741.0,979.0,456.0,391.0,327.0,0.0,0.0,4231.0,466.0,1,03/01/2024,2024-01-03,2024-01-03 06:00:00
2024-01-03,8,60710.0,61400.0,60600.0,97.0,15.0,7287.0,42572.0,4872.0,72.0,13971.0,-20.0,1165.0,-9270.0,46.0,-1609.0,-1.0,-2195.0,-2015.0,-2990.0,0.0,82.0,17.0,76.0,1120.0,5149.0,971.0,6419.0,5013.0,2539.0,452.0,389.0,329.0,0.0,0.0,4377.0,496.0,1,03/01/2024,2024-01-03,2024-01-03 07:00:00
2024-01-03,9,62722.0,62700.0,61900.0,98.0,15.0,7739.0,42568.0,5062.0,1462.0,14415.0,-20.0,1169.0,-9119.0,46.0,-2121.0,800.0,-1728.0,-2013.0,-3812.0,0.0,83.0,18.0,232.0,1123.0,5397.0,987.0,6587.0,5116.0,2844.0,442.0,399.0,329.0,0.0,0.0,4389.0,673.0,1,03/01/2024,2024-01-03,2024-01-03 08:00:00
2024-01-03,10,62909.0,63700.0,62600.0,97.0,15.0,7846.0,42487.0,5074.0,3962.0,13413.0,-20.0,1174.0,-9912.0,46.0,-3536.0,800.0,-2026.0,-1920.0,-3692.0,0.0,82.0,18.0,283.0,1126.0,5451.0,986.0,6560.0,4480.0,2374.0,448.0,401.0,328.0,0.0,0.0,4349.0,724.0,1,03/01/2024,2024-01-03,2024-01-03 09:00:00
2024-01-03,11,62607.0,62400.0,61600.0,97.0,15.0,7739.0,42464.0,5216.0,6012.0,12379.0,-20.0,1179.0,-11373.0,45.0,-4028.0,800.0,-2200.0,-2015.0,-4573.0,0.0,81.0,19.0,277.0,1121.0,5375.0,967.0,6481.0,4100.0,1890.0,453.0,405.0,326.0,0.0,0.0,4530.0,700.0,1,03/01/2024,2024-01-03,2024-01-03 10:00:00
2024-01-03,12,61996.0,61800.0,61000.0,97.0,15.0,7194.0,42009.0,6148.0,7376.0,11323.0,-20.0,1180.0,-12141.0,42.0,-4028.0,800.0,-2195.0,-2015.0,-4766.0,0.0,81.0,19.0,279.0,1107.0,4863.0,967.0,6324.0,3900.0,1099.0,458.0,400.0,325.0,0.0,0.0,5404.0,760.0,1,03/01/2024,2024-01-03,2024-01-03 11:00:00
2024-01-03,13,62045.0,62300.0,61000.0,103.0,13.0,6596.0,41859.0,7190.0,7844.0,10161.0,-21.0,1181.0,-12102.0,39.0,-4028.0,800.0,-2187.0,-2015.0,-4104.0,1.0,83.0,19.0,206.0,1108.0,4317.0,965.0,6242.0,3907.0,152.0,452.0,400.0,329.0,0.0,0.0,6482.0,730.0,1,03/01/2024,2024-01-03,2024-01-03 12:00:00
2024-01-03,14,62446.0,61000.0,61500.0,98.0,13.0,5343.0,41857.0,8246.0,7813.0,10547.0,-258.0,1198.0,-11898.0,33.0,-3999.0,800.0,-2200.0,-2015.0,-4286.0,0.0,81.0,19.0,179.0,1096.0,3109.0,962.0,6253.0,4108.0,186.0,466.0,400.0,331.0,0.0,0.0,7612.0,699.0,1,03/01/2024,2024-01-03,2024-01-03 13:00:00
2024-01-03,15,60326.0,59200.0,58300.0,99.0,13.0,4297.0,41857.0,8719.0,7395.0,9437.0,-521.0,1189.0,-11703.0,29.0,-4028.0,800.0,-2123.0,-2015.0,-4742.0,0.0,83.0,18.0,183.0,1078.0,2079.0,957.0,6041.0,3387.0,8.0,462.0,396.0,334.0,0.0,0.0,8020.0,716.0,1,03/01/2024,2024-01-03,2024-01-03 14:00:00
2024-01-03,16,59004.0,58400.0,57300.0,99.0,15.0,4406.0,41905.0,8932.0,6575.0,9018.0,-537.0,1205.0,-12040.0,30.0,-4017.0,800.0,-2054.0,-2015.0,-4346.0,0.0,83.0,18.0,179.0,1076.0,2203.0,956.0,5706.0,3345.0,8.0,467.0,398.0,340.0,0.0,0.0,8308.0,677.0,1,03/01/2024,2024-01-03,2024-01-03 15:00:00
2024-01-03,17,57976.0,55800.0,55500.0,100.0,13.0,3902.0,42250.0,9099.0,5490.0,9009.0,-597.0,1219.0,-11075.0,27.0,-3971.0,800.0,-2200.0,-2015.0,-3052.0,0.0,85.0,19.0,76.0,1078.0,1792.0,963.0,5889.0,3196.0,8.0,474.0,402.0,343.0,0.0,0.0,8483.0,616.0,1,03/01/2024,2024-01-03,2024-01-03 16:00:00
2024-01-03,18,56519.0,55000.0,55100.0,100.0,13.0,4665.0,42253.0,9352.0,3620.0,8845.0,-1327.0,1214.0,-11020.0,33.0,-4027.0,800.0,-2200.0,-2015.0,-3001.0,0.0,84.0,18.0,118.0,1070.0,2513.0,964.0,5981.0,2875.0,8.0,468.0,403.0,345.0,0.0,0.0,8659.0,693.0,1,03/01/2024,2024-01-03,2024-01-03 17:00:00
