datetime,date_only,heures,consommation
2024-11-13 00:00:00,2024-11-13,00:00,55289.0
2024-11-13 00:30:00,2024-11-13,00:30,53896.0
2024-11-13 01:00:00,2024-11-13,01:00,51372.0
2024-11-13 01:30:00,2024-11-13,01:30,50646.0
2024-11-13 02:00:00,2024-11-13,02:00,49839.0
2024-11-13 02:30:00,2024-11-13,02:30,49498.0
2024-11-13 03:00:00,2024-11-13,03:00,48276.0
2024-11-13 03:30:00,2024-11-13,03:30,47514.0
2024-11-13 04:00:00,2024-11-13,04:00,46782.0
2024-11-13 04:30:00,2024-11-13,04:30,46733.0
2024-11-13 05:00:00,2024-11-13,05:00,46842.0
2024-11-13 05:30:00,2024-11-13,05:30,48662.0
2024-11-13 06:00:00,2024-11-13,06:00,50060.0
2024-11-13 06:30:00,2024-11-13,06:30,53134.0
2024-11-13 07:00:00,2024-11-13,07:00,55798.0
2024-11-13 07:30:00,2024-11-13,07:30,58527.0
2024-11-13 08:00:00,2024-11-13,08:00,60116.0
2024-11-13 08:30:00,2024-11-13,08:30,60950.0
2024-11-13 09:00:00,2024-11-13,09:00,61859.0
2024-11-13 09:30:00,2024-11-13,09:30,62595.0
2024-11-13 10:00:00,2024-11-13,10:00,62696.0
2024-11-13 10:30:00,2024-11-13,10:30,62611.0
2024-11-13 11:00:00,2024-11-13,11:00,62677.0
2024-11-13 11:30:00,2024-11-13,11:30,62926.0
2024-11-13 12:00:00,2024-11-13,12:00,63185.0
2024-11-13 12:30:00,2024-11-13,12:30,63492.0
2024-11-13 13:00:00,2024-11-13,13:00,63866.0
2024-11-13 13:30:00,2024-11-13,13:30,62795.0
2024-11-13 14:00:00,2024-11-13,14:00,61681.0
2024-11-13 14:30:00,2024-11-13,14:30,60924.0
2024-11-13 15:00:00,2024-11-13,15:00,59955.0
2024-11-13 15:30:00,2024-11-13,15:30,59328.0
2024-11-13 16:00:00,2024-11-13,16:00,58596.0
2024-11-13 16:30:00,2024-11-13,16:30,58184.0
2024-11-13 17:00:00,2024-11-13,17:00,58414.0
2024-11-13 17:30:00,2024-11-13,17:30,59553.0
2024-11-13 18:00:00,2024-11-13,18:00,62061.0
2024-11-13 18:30:00,2024-11-13,18:30,64088.0
2024-11-13 19:00:00,2024-11-13,19:00,65745.0
2024-11-13 19:30:00,2024-11-13,19:30,65866.0
2024-11-13 20:00:00,2024-11-13,20:00,64516.0
2024-11-13 20:30:00,2024-11-13,20:30,62430.0
2024-11-13 21:00:00,2024-11-13,21:00,60311.0
2024-11-13 21:30:00,2024-11-13,21:30,58726.0
2024-11-13 22:00:00,2024-11-13,22:00,57460.0
2024-11-13 22:30:00,2024-11-13,22:30,57547.0
2024-11-13 23:00:00,2024-11-13,23:00,58518.0
2024-11-13 23:30:00,2024-11-13,23:30,57764.0
2024-12-23 00:00:00,2024-12-23,00:00,60167.0
2024-12-23 00:30:00,2024-12-23,00:30,59411.0
2024-12-23 01:00:00,2024-12-23,01:00,57326.0
2024-12-23 01:30:00,2024-12-23,01:30,56582.0
2024-12-23 02:00:00,2024-12-23,02:00,55936.0
2024-12-23 02:30:00,2024-12-23,02:30,55743.0
2024-12-23 03:00:00,2024-12-23,03:00,54439.0
2024-12-23 03:30:00,2024-12-23,03:30,53619.0
2024-12-23 04:00:00,2024-12-23,04:00,52758.0
2024-12-23 04:30:00,2024-12-23,04:30,52576.0
2024-12-23 05:00:00,2024-12-23,05:00,52609.0
2024-12-23 05:30:00,2024-12-23,05:30,54034.0
2024-12-23 06:00:00,2024-12-23,06:00,55053.0
2024-12-23 06:30:00,2024-12-23,06:30,57385.0
2024-12-23 07:00:00,2024-12-23,07:00,59105.0
2024-12-23 07:30:00,2024-12-23,07:30,61005.0
2024-12-23 08:00:00,2024-12-23,08:00,62882.0
2024-12-23 08:30:00,2024-12-23,08:30,64361.0
2024-12-23 09:00:00,2024-12-23,09:00,65344.0
2024-12-23 09:30:00,2024-12-23,09:30,66160.0
2024-12-23 10:00:00,2024-12-23,10:00,66673.0
2024-12-23 10:30:00,2024-12-23,10:30,66815.0
2024-12-23 11:00:00,2024-12-23,11:00,66693.0
2024-12-23 11:30:00,2024-12-23,11:30,66859.0
2024-12-23 12:00:00,2024-12-23,12:00,67162.0
2024-12-23 12:30:00,2024-12-23,12:30,67575.0
2024-12-23 13:00:00,2024-12-23,13:00,67969.0
2024-12-23 13:30:00,2024-12-23,13:30,66654.0
2024-12-23 14:00:00,2024-12-23,14:00,65260.0
2024-12-23 14:30:00,2024-12-23,14:30,64712.0
2024-12-23 15:00:00,2024-12-23,15:00,63759.0
2024-12-23 15:30:00,2024-12-23,15:30,63203.0
2024-12-23 16:00:00,2024-12-23,16:00,62463.0
2024-12-23 16:30:00,2024-12-23,16:30,62336.0
2024-12-23 17:00:00,2024-12-23,17:00,62577.0
2024-12-23 17:30:00,2024-12-23,17:30,63934.0
2024-12-23 18:00:00,2024-12-23,18:00,65511.0
2024-12-23 18:30:00,2024-12-23,18:30,66490.0
2024-12-23 19:00:00,2024-12-23,19:00,67456.0
2024-12-23 19:30:00,2024-12-23,19:30,67674.0
2024-12-23 20:00:00,2024-12-23,20:00,66618.0
2024-12-23 20:30:00,2024-12-23,20:30,64841.0
2024-12-23 21:00:00,2024-12-23,21:00,62897.0
2024-12-23 21:30:00,2024-12-23,21:30,61641.0
2024-12-23 22:00:00,2024-12-23,22:00,60419.0
2024-12-23 22:30:00,2024-12-23,22:30,60973.0
2024-12-23 23:00:00,2024-12-23,23:00,61919.0
2024-12-23 23:30:00,2024-12-23,23:30,61217.0
