Code INSEE région;Région;Nature;Consommation (MW);Thermique (MW);Nucléaire (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 30;Date;Heure
11;Île-de-France;Données définitives;9046.5;337.5;0.0;0.0;4.0;0.0;149.5;8454.0;0.0;0.0;100.5;0.0;3.73;15.66;0.0;;1.115;69.31;0.0;0.0;0.04;21.05;1.65;46.285;;2024-01-29;00:00
11;Île-de-France;Données définitives;8418.5;337.0;0.0;0.0;4.0;0.0;145.0;7852.5;0.0;0.0;80.5;0.0;4.005;15.64;0.0;;0.9550000000000001;55.515;0.0;0.0;0.05;21.05;1.72;44.89;;2024-01-29;01:00
11;Île-de-France;Données définitives;7989.5;338.0;0.0;0.0;4.0;0.0;143.5;7454.0;0.0;0.0;51.5;0.0;4.23;15.68;0.0;;0.64;35.515;0.0;0.0;0.05;21.05;1.795;44.425;;2024-01-29;02:00
11;Île-de-France;Données définitives;7752.5;342.0;0.0;0.0;4.0;0.0;142.5;7224.0;0.0;0.0;40.0;0.0;4.415;15.87;0.0;;0.515;27.59;0.0;0.0;0.05;21.05;1.84;44.114999999999995;;2024-01-29;03:00
11;Île-de-France;Données définitives;7659.5;341.0;0.0;0.0;4.0;0.0;144.5;7130.5;0.0;0.0;40.0;0.0;4.45;15.82;0.0;;0.52;27.59;0.0;0.0;0.05;21.05;1.89;44.735;;2024-01-29;04:00
11;Île-de-France;Données définitives;7894.0;339.5;0.0;0.0;4.0;0.0;142.5;7363.0;0.0;0.0;45.5;0.0;4.305;15.754999999999999;0.0;;0.575;31.375;0.0;0.0;0.05;21.05;1.8050000000000002;44.114999999999995;;2024-01-29;05:00
11;Île-de-France;Données définitives;8573.5;340.0;0.0;0.0;4.0;0.0;142.0;8031.0;0.0;0.0;54.5;0.0;3.965;15.78;0.0;;0.635;37.584999999999994;0.0;0.0;0.05;21.05;1.6600000000000001;43.96;;2024-01-29;06:00
11;Île-de-France;Données définitives;9669.0;340.0;0.0;0.0;4.0;0.0;140.0;9127.5;0.0;0.0;55.5;0.0;3.52;15.78;0.0;;0.575;38.275000000000006;0.0;0.0;0.04;21.05;1.4449999999999998;43.34;;2024-01-29;07:00
11;Île-de-France;Données définitives;10584.0;339.0;0.0;0.0;5.0;0.0;138.0;10063.5;0.0;0.0;40.0;0.0;3.2;15.73;0.0;;0.38;27.59;0.0;0.0;0.05;26.32;1.3050000000000002;42.725;;2024-01-29;08:00
11;Île-de-France;Données définitives;10808.0;337.5;0.0;11.0;5.0;0.0;132.0;10287.0;0.0;0.0;38.0;0.0;3.125;15.66;0.0;;0.35;26.21;0.10500000000000001;3.415;0.05;26.32;1.22;40.870000000000005;;2024-01-29;09:00
11;Île-de-France;Données définitives;10745.5;337.5;0.0;40.0;5.0;0.0;132.0;10196.5;0.0;0.0;38.5;0.0;3.1399999999999997;15.66;0.0;;0.36;26.555;0.375;12.425;0.05;26.32;1.225;40.870000000000005;;2024-01-29;10:00
11;Île-de-France;Données définitives;10596.5;337.0;0.0;72.0;6.0;0.0;133.0;10025.0;0.0;0.0;27.5;0.0;3.18;15.64;0.0;;0.26;18.965;0.6799999999999999;22.36;0.06;31.58;1.255;41.18;;2024-01-29;11:00
11;Île-de-France;Données définitives;10448.0;337.5;0.0;98.0;6.0;0.0;134.0;9856.5;0.0;0.0;16.0;0.0;3.2300000000000004;15.66;0.0;;0.15000000000000002;11.035;0.94;30.435000000000002;0.06;31.58;1.2850000000000001;41.489999999999995;;2024-01-29;12:00
11;Île-de-France;Données définitives;10079.0;336.5;0.0;114.5;6.0;0.0;132.5;9467.5;0.0;0.0;21.0;0.0;3.34;15.615;0.0;;0.21000000000000002;14.48;1.14;35.56;0.06;31.58;1.315;41.025;;2024-01-29;13:00
11;Île-de-France;Données définitives;9649.5;335.5;0.0;104.0;6.0;0.0;135.0;9048.0;0.0;0.0;20.5;0.0;3.4749999999999996;15.565;0.0;;0.21500000000000002;14.135;1.075;32.295;0.06;31.58;1.4;41.8;;2024-01-29;14:00
11;Île-de-France;Données définitives;9301.5;340.5;0.0;76.5;6.0;0.0;135.5;8721.5;0.0;0.0;22.0;0.0;3.66;15.8;0.0;;0.24;15.169999999999998;0.8200000000000001;23.759999999999998;0.065;31.58;1.455;41.95;;2024-01-29;15:00
11;Île-de-France;Données définitives;9117.0;340.0;0.0;43.5;6.0;0.0;136.0;8578.0;0.0;0.0;14.0;0.0;3.7300000000000004;15.78;0.0;;0.15000000000000002;9.655000000000001;0.475;13.510000000000002;0.07;31.58;1.495;42.105000000000004;;2024-01-29;16:00
11;Île-de-France;Données définitives;9289.5;337.5;0.0;11.0;6.0;0.0;136.5;8783.5;0.0;0.0;15.5;0.0;3.635;15.66;0.0;;0.165;10.690000000000001;0.11499999999999999;3.415;0.065;31.58;1.47;42.26;;2024-01-29;17:00
11;Île-de-France;Données définitives;9891.5;334.5;0.0;0.0;6.5;0.0;135.5;9386.0;0.0;0.0;30.0;0.0;3.38;15.524999999999999;0.0;;0.305;20.689999999999998;0.0;0.0;0.065;34.21;1.37;41.955;;2024-01-29;18:00
11;Île-de-France;Données définitives;10428.0;342.0;0.0;0.0;7.0;0.0;137.0;9899.0;0.0;0.0;43.5;0.0;3.28;15.870000000000001;0.0;;0.42;30.0;0.0;0.0;0.07;36.84;1.315;42.415;;2024-01-29;19:00
11;Île-de-France;Données définitives;10229.0;343.0;0.0;0.0;7.0;0.0;140.0;9687.0;0.0;0.0;53.0;0.0;3.355;15.92;0.0;;0.52;36.55;0.0;0.0;0.07;36.84;1.37;43.34;;2024-01-29;20:00
11;Île-de-France;Données définitives;9566.0;343.0;0.0;0.0;7.0;0.0;141.5;9023.0;0.0;0.0;52.5;0.0;3.59;15.92;0.0;;0.55;36.205;0.0;0.0;0.07;36.84;1.48;43.80500000000001;;2024-01-29;21:00
11;Île-de-France;Données définitives;8912.5;344.0;0.0;0.0;7.0;0.0;140.5;8363.5;0.0;0.0;60.0;0.0;3.86;15.96;0.0;;0.6699999999999999;41.379999999999995;0.0;0.0;0.08;36.84;1.5750000000000002;43.495000000000005;;2024-01-29;22:00
11;Île-de-France;Données définitives;8895.0;343.0;0.0;0.0;7.0;0.0;139.0;8337.0;0.0;0.0;69.5;0.0;3.855;15.92;0.0;;0.78;47.935;0.0;0.0;0.08;36.84;1.56;43.03;;2024-01-29;23:00
11;Île-de-France;Données définitives;8251.5;332.5;0.0;0.0;3.0;0.0;136.5;7707.0;0.0;0.0;75.0;0.0;4.03;15.43;0.0;;0.91;51.72;0.0;0.0;0.04;15.79;1.6549999999999998;42.26;;2024-02-14;00:00
11;Île-de-France;Données définitives;7496.5;334.0;0.0;0.0;3.0;0.0;135.5;6939.0;0.0;0.0;88.0;0.0;4.46;15.5;0.0;;1.1749999999999998;60.69;0.0;0.0;0.04;15.79;1.81;41.955;;2024-02-14;01:00
11;Île-de-France;Données définitives;7048.5;334.0;0.0;0.0;3.0;0.0;131.0;6507.0;0.0;0.0;71.5;0.0;4.74;15.5;0.0;;1.01;49.31;0.0;0.0;0.04;15.79;1.855;40.56;;2024-02-14;02:00
11;Île-de-France;Données définitives;6759.0;333.5;0.0;0.0;3.0;0.0;132.0;6241.5;0.0;0.0;49.0;0.0;4.9350000000000005;15.475;0.0;;0.7250000000000001;33.79;0.0;0.0;0.04;15.79;1.9549999999999998;40.870000000000005;;2024-02-14;03:00
11;Île-de-France;Données définitives;6606.0;334.0;0.0;0.0;3.0;0.0;139.5;6083.5;0.0;0.0;47.5;0.0;5.055;15.5;0.0;;0.72;32.754999999999995;0.0;0.0;0.05;15.79;2.11;43.185;;2024-02-14;04:00
11;Île-de-France;Données définitives;6782.0;334.0;0.0;0.0;3.0;0.0;132.0;6267.0;0.0;0.0;46.0;0.0;4.925;15.5;0.0;;0.675;31.725;0.0;0.0;0.04;15.79;1.9449999999999998;40.870000000000005;;2024-02-14;05:00
11;Île-de-France;Données définitives;7365.5;329.5;0.0;0.0;3.0;0.0;131.0;6842.5;0.0;0.0;58.5;0.0;4.48;15.29;0.0;;0.795;40.345;0.0;0.0;0.04;15.79;1.78;40.56;;2024-02-14;06:00
11;Île-de-France;Données définitives;8185.0;331.5;0.0;0.0;3.0;0.0;135.0;7646.0;0.0;0.0;69.5;0.0;4.055;15.379999999999999;0.0;;0.8500000000000001;47.93;0.0;0.0;0.04;15.79;1.65;41.795;;2024-02-14;07:00
11;Île-de-France;Données définitives;8819.0;332.5;0.0;0.0;3.0;0.0;135.0;8268.5;0.0;0.0;79.5;0.0;3.77;15.43;0.0;;0.905;54.825;0.0;0.0;0.03;15.79;1.53;41.8;;2024-02-14;08:00
11;Île-de-France;Données définitives;9167.5;325.0;0.0;4.5;3.0;0.0;135.0;8626.5;0.0;0.0;76.5;0.0;3.545;15.08;0.0;;0.835;52.754999999999995;0.05;1.395;0.03;15.79;1.47;41.795;;2024-02-14;09:00
11;Île-de-France;Données définitives;9241.0;317.5;0.0;15.5;3.0;0.0;132.5;8702.0;0.0;0.0;73.5;0.0;3.435;14.735;0.0;;0.795;50.69;0.16999999999999998;4.815;0.03;15.79;1.435;41.025;;2024-02-14;10:00
11;Île-de-France;Données définitives;9254.5;322.0;0.0;27.5;3.0;0.0;131.5;8699.5;0.0;0.0;71.0;0.0;3.4800000000000004;14.94;0.0;;0.77;48.965;0.29500000000000004;8.54;0.03;15.79;1.42;40.715;;2024-02-14;11:00
11;Île-de-France;Données définitives;9406.0;331.0;0.0;29.5;3.0;0.0;133.5;8817.0;0.0;0.0;89.0;0.0;3.52;15.36;0.0;;0.9450000000000001;61.379999999999995;0.315;9.165;0.03;15.79;1.42;41.334999999999994;;2024-02-14;12:00
11;Île-de-France;Données définitives;9253.0;330.5;0.0;43.0;3.0;0.0;138.5;8660.5;0.0;0.0;81.0;0.0;3.575;15.335;0.0;;0.875;55.86;0.465;13.355;0.03;15.79;1.495;42.875;;2024-02-14;13:00
11;Île-de-France;Données définitives;8993.5;328.5;0.0;63.0;3.0;0.0;140.0;8390.5;0.0;0.0;67.0;0.0;3.6550000000000002;15.245000000000001;0.0;;0.745;46.21;0.7;19.564999999999998;0.03;15.79;1.5550000000000002;43.34;;2024-02-14;14:00
11;Île-de-France;Données définitives;8682.0;328.0;0.0;61.0;3.0;0.0;140.0;8088.0;0.0;0.0;59.0;0.0;3.7750000000000004;15.219999999999999;0.0;;0.6799999999999999;40.69;0.7050000000000001;18.945;0.03;15.79;1.615;43.34;;2024-02-14;15:00
11;Île-de-France;Données définitives;8416.0;329.0;0.0;35.0;3.0;0.0;147.0;7862.5;0.0;0.0;39.5;0.0;3.91;15.27;0.0;;0.465;27.240000000000002;0.41500000000000004;10.87;0.04;15.79;1.75;45.510000000000005;;2024-02-14;16:00
11;Île-de-France;Données définitives;8464.5;328.0;0.0;14.5;3.0;0.0;144.5;7947.5;0.0;0.0;28.0;0.0;3.875;15.219999999999999;0.0;;0.33;19.31;0.175;4.505;0.04;15.79;1.705;44.735;;2024-02-14;17:00
11;Île-de-France;Données définitives;8766.0;329.0;0.0;1.5;3.0;0.0;139.5;8257.5;0.0;0.0;36.5;0.0;3.755;15.27;0.0;;0.415;25.174999999999997;0.015;0.465;0.03;15.79;1.595;43.185;;2024-02-14;18:00
11;Île-de-France;Données définitives;9232.0;329.5;0.0;0.0;3.0;0.0;140.5;8711.5;0.0;0.0;47.0;0.0;3.5700000000000003;15.29;0.0;;0.51;32.415;0.0;0.0;0.03;15.79;1.525;43.495000000000005;;2024-02-14;19:00
11;Île-de-France;Données définitives;9123.5;330.0;0.0;0.0;3.0;0.0;141.0;8589.0;0.0;0.0;61.0;0.0;3.615;15.31;0.0;;0.6699999999999999;42.07;0.0;0.0;0.03;15.79;1.545;43.650000000000006;;2024-02-14;20:00
11;Île-de-France;Données définitives;8465.0;331.0;0.0;0.0;3.0;0.0;142.5;7912.0;0.0;0.0;75.0;0.0;3.91;15.36;0.0;;0.885;51.725;0.0;0.0;0.035;15.79;1.685;44.114999999999995;;2024-02-14;21:00
11;Île-de-France;Données définitives;8032.5;330.5;0.0;0.0;3.0;0.0;141.5;7478.0;0.0;0.0;79.5;0.0;4.115;15.335;0.0;;0.99;54.825;0.0;0.0;0.04;15.79;1.76;43.805;;2024-02-14;22:00
11;Île-de-France;Données définitives;8054.5;331.0;0.0;0.0;3.0;0.0;143.0;7507.5;0.0;0.0;72.0;0.0;4.109999999999999;15.36;0.0;;0.895;49.655;0.0;0.0;0.04;15.79;1.775;44.269999999999996;;2024-02-14;23:00
11;Île-de-France;Données définitives;7895.5;295.0;0.0;0.0;0.0;0.0;129.0;7450.5;0.0;0.0;20.5;0.0;3.74;13.690000000000001;0.0;;0.26;14.135;0.0;0.0;0.0;0.0;1.635;39.94;;2024-03-14;00:00
11;Île-de-France;Données définitives;7273.0;285.0;0.0;0.0;0.0;0.0;129.0;6842.5;0.0;0.0;15.0;0.0;3.92;13.23;0.0;;0.21000000000000002;10.344999999999999;0.0;0.0;0.0;0.0;1.775;39.94;;2024-03-14;01:00
11;Île-de-France;Données définitives;6862.0;286.0;0.0;0.0;0.0;0.0;128.5;6435.5;0.0;0.0;11.5;0.0;4.165;13.27;0.0;;0.165;7.935;0.0;0.0;0.0;0.0;1.875;39.785;;2024-03-14;02:00
11;Île-de-France;Données définitives;6597.5;286.0;0.0;0.0;0.0;0.0;127.0;6172.5;0.0;0.0;7.0;0.0;4.335;13.27;0.0;;0.11000000000000001;4.83;0.0;0.0;0.0;0.0;1.9249999999999998;39.32;;2024-03-14;03:00
11;Île-de-France;Données définitives;6536.5;286.0;0.0;0.0;0.0;0.0;127.5;6115.0;0.0;0.0;5.0;0.0;4.38;13.27;0.0;;0.08;3.45;0.0;0.0;0.0;0.0;1.95;39.475;;2024-03-14;04:00
11;Île-de-France;Données définitives;6821.0;286.0;0.0;0.0;0.0;0.0;121.5;6409.5;0.0;0.0;7.5;0.0;4.195;13.27;0.0;;0.10500000000000001;5.175;0.0;0.0;0.0;0.0;1.78;37.614999999999995;;2024-03-14;05:00
11;Île-de-France;Données définitives;7457.5;285.5;0.0;0.0;0.0;0.0;126.5;7035.5;0.0;0.0;15.0;0.0;3.835;13.25;0.0;;0.2;10.345;0.0;0.0;0.0;0.0;1.7000000000000002;39.165000000000006;;2024-03-14;06:00
11;Île-de-France;Données définitives;8359.5;422.5;0.0;0.5;0.0;0.0;124.0;7794.0;0.0;0.0;22.5;0.0;5.015000000000001;19.61;0.0;;0.27;15.514999999999999;0.005;0.155;0.0;0.0;1.4849999999999999;38.39;;2024-03-14;07:00
11;Île-de-France;Données définitives;9088.0;1186.5;0.0;24.0;0.0;0.0;125.5;7729.5;0.0;0.0;28.5;0.0;13.04;55.06;0.0;;0.315;19.655;0.26;7.455;0.0;0.0;1.38;38.855000000000004;;2024-03-14;08:00
11;Île-de-France;Données définitives;9126.0;1215.5;0.0;84.5;0.0;0.0;126.0;7683.0;0.0;0.0;23.5;0.0;13.315;56.405;0.0;;0.26;16.205;0.925;26.244999999999997;0.0;0.0;1.385;39.010000000000005;;2024-03-14;09:00
11;Île-de-France;Données définitives;8823.5;345.0;0.0;144.5;0.0;0.0;128.5;8196.5;0.0;0.0;7.5;0.0;3.9000000000000004;16.01;0.0;;0.08499999999999999;5.175;1.6400000000000001;44.875;0.0;0.0;1.455;39.785;;2024-03-14;10:00
11;Île-de-France;Données définitives;8517.5;278.0;0.0;185.0;0.0;0.0;127.0;7918.5;0.0;0.0;4.0;0.0;3.2649999999999997;12.899999999999999;0.0;;0.05;2.76;2.17;57.455;0.0;0.0;1.49;39.32;;2024-03-14;11:00
11;Île-de-France;Données définitives;8449.5;277.5;0.0;198.5;0.0;0.0;132.5;7834.5;0.0;0.0;6.0;0.0;3.285;12.879999999999999;0.0;;0.07;4.140000000000001;2.3499999999999996;61.644999999999996;0.0;0.0;1.565;41.025;;2024-03-14;12:00
11;Île-de-France;Données définitives;8218.0;276.5;0.0;195.5;0.0;0.0;128.5;7602.0;0.0;0.0;14.5;0.0;3.365;12.83;0.0;;0.18;10.0;2.38;60.715;0.0;0.0;1.565;39.785;;2024-03-14;13:00
11;Île-de-France;Données définitives;7919.5;273.5;0.0;171.0;0.0;0.0;134.5;7326.5;0.0;0.0;17.0;0.0;3.455;12.695;0.0;;0.21500000000000002;11.719999999999999;2.16;53.105000000000004;0.0;0.0;1.7;41.644999999999996;;2024-03-14;14:00
11;Île-de-France;Données définitives;7619.5;278.0;0.0;137.0;0.0;0.0;132.5;7059.5;0.0;0.0;18.5;0.0;3.645;12.899999999999999;0.0;;0.245;12.754999999999999;1.7999999999999998;42.545;0.0;0.0;1.74;41.025;;2024-03-14;15:00
11;Île-de-France;Données définitives;7427.0;236.5;0.0;104.5;0.0;0.0;132.0;6924.5;0.0;0.0;25.5;0.0;3.18;10.975000000000001;0.0;;0.345;17.585;1.405;32.455;0.0;0.0;1.78;40.870000000000005;;2024-03-14;16:00
11;Île-de-France;Données définitives;7485.0;177.0;0.0;54.0;0.0;0.0;130.0;7101.5;0.0;0.0;19.5;0.0;2.365;8.215;0.0;;0.26;13.445;0.72;16.77;0.0;0.0;1.7349999999999999;40.25;;2024-03-14;17:00
11;Île-de-France;Données définitives;7871.0;179.5;0.0;26.0;0.0;0.0;128.5;7509.5;0.0;0.0;26.5;0.0;2.2800000000000002;8.33;0.0;;0.33499999999999996;18.275;0.335;8.075;0.0;0.0;1.63;39.785;;2024-03-14;18:00
11;Île-de-France;Données définitives;8604.5;181.0;0.0;2.0;0.0;0.0;128.5;8248.0;0.0;0.0;44.5;0.0;2.105;8.4;0.0;;0.52;30.689999999999998;0.025;0.62;0.0;0.0;1.49;39.785;;2024-03-14;19:00
11;Île-de-France;Données définitives;8357.0;182.0;0.0;0.0;0.0;0.0;128.0;7974.0;0.0;0.0;76.0;0.0;2.18;8.45;0.0;;0.9099999999999999;52.415;0.0;0.0;0.0;0.0;1.53;39.629999999999995;;2024-03-14;20:00
11;Île-de-France;Données définitives;7738.5;187.0;0.0;0.0;0.0;0.0;118.5;7360.0;0.0;0.0;77.0;0.0;2.42;8.68;0.0;;0.995;53.1;0.0;0.0;0.0;0.0;1.5350000000000001;36.685;;2024-03-14;21:00
11;Île-de-France;Données définitives;7320.5;188.0;0.0;0.0;0.0;0.0;119.0;6936.0;0.0;0.0;78.5;0.0;2.565;8.72;0.0;;1.0750000000000002;54.135;0.0;0.0;0.0;0.0;1.625;36.84;;2024-03-14;22:00
11;Île-de-France;Données définitives;7333.0;186.5;0.0;0.0;0.0;0.0;126.0;6926.0;0.0;0.0;96.5;0.0;2.545;8.65;0.0;;1.32;66.555;0.0;0.0;0.0;0.0;1.7149999999999999;39.01;;2024-03-14;23:00
11;Île-de-France;Données définitives;7129.0;0.0;0.0;0.0;1.0;0.0;118.0;6971.0;0.0;0.0;41.0;0.0;0.0;0.0;0.0;;0.575;28.28;0.0;0.0;0.01;5.26;1.6549999999999998;36.53;;2024-04-17;00:00
11;Île-de-France;Données définitives;6460.5;0.0;0.0;0.0;1.0;0.0;118.5;6291.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;;0.835;37.24;0.0;0.0;0.02;5.26;1.835;36.685;;2024-04-17;01:00
11;Île-de-France;Données définitives;6061.5;0.0;0.0;0.0;1.0;0.0;120.5;5891.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;;0.89;37.239999999999995;0.0;0.0;0.02;5.26;1.9849999999999999;37.305;;2024-04-17;02:00
11;Île-de-France;Données définitives;5814.0;0.0;0.0;0.0;1.0;0.0;121.5;5640.0;0.0;0.0;56.0;0.0;0.0;0.0;0.0;;0.965;38.620000000000005;0.0;0.0;0.02;5.26;2.09;37.615;;2024-04-17;03:00
11;Île-de-France;Données définitives;5784.5;0.0;0.0;0.0;1.0;0.0;122.5;5623.0;0.0;0.0;42.5;0.0;0.0;0.0;0.0;;0.735;29.310000000000002;0.0;0.0;0.02;5.26;2.12;37.925;;2024-04-17;04:00
11;Île-de-France;Données définitives;5976.0;0.0;0.0;0.0;1.0;0.0;117.5;5821.5;0.0;0.0;42.0;0.0;0.0;0.0;0.0;;0.705;28.97;0.0;0.0;0.02;5.26;1.9649999999999999;36.375;;2024-04-17;05:00
11;Île-de-France;Données définitives;6537.0;0.0;0.0;0.0;1.0;0.0;116.5;6379.5;0.0;0.0;47.0;0.0;0.0;0.0;0.0;;0.72;32.41;0.0;0.0;0.015;5.26;1.7850000000000001;36.065;;2024-04-17;06:00
11;Île-de-France;Données définitives;7201.5;0.0;0.0;1.0;1.0;0.0;115.5;7047.5;0.0;0.0;39.5;0.0;0.0;0.0;0.0;;0.55;27.244999999999997;0.015;0.31;0.01;5.26;1.605;35.754999999999995;;2024-04-17;07:00
11;Île-de-France;Données définitives;7904.0;0.0;0.0;19.0;1.0;0.0;113.5;7737.5;0.0;0.0;36.0;0.0;0.0;0.0;0.0;;0.45499999999999996;24.83;0.24000000000000002;5.905;0.01;5.26;1.435;35.135;;2024-04-17;08:00
11;Île-de-France;Données définitives;8199.5;0.0;0.0;53.5;1.0;0.0;117.5;8014.0;0.0;0.0;18.5;0.0;0.0;0.0;0.0;;0.22499999999999998;12.754999999999999;0.655;16.615000000000002;0.01;5.26;1.435;36.375;;2024-04-17;09:00
11;Île-de-France;Données définitives;8157.0;0.0;0.0;113.0;1.0;0.0;110.5;7909.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;;0.32;17.93;1.385;35.095;0.01;5.26;1.355;34.21;;2024-04-17;10:00
11;Île-de-France;Données définitives;8096.5;0.0;0.0;183.5;1.0;0.0;106.5;7780.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;;0.38;21.38;2.2649999999999997;56.985;0.01;5.26;1.315;32.974999999999994;;2024-04-17;11:00
11;Île-de-France;Données définitives;8153.0;0.0;0.0;208.5;1.0;0.0;108.0;7813.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;;0.33999999999999997;19.31;2.56;64.75;0.01;5.26;1.3250000000000002;33.44;;2024-04-17;12:00
11;Île-de-France;Données définitives;8169.0;0.0;0.0;164.0;1.0;0.0;113.5;7868.0;0.0;0.0;27.5;0.0;0.0;0.0;0.0;;0.335;18.965;2.005;50.935;0.01;5.26;1.3900000000000001;35.14;;2024-04-17;13:00
11;Île-de-France;Données définitives;7964.5;0.0;0.0;133.5;1.0;0.0;121.5;7660.5;0.0;0.0;52.0;0.0;0.0;0.0;0.0;;0.655;35.864999999999995;1.6749999999999998;41.455;0.01;5.26;1.525;37.614999999999995;;2024-04-17;14:00
11;Île-de-France;Données définitives;7830.5;0.0;0.0;109.0;1.0;0.0;121.0;7523.0;0.0;0.0;79.0;0.0;0.0;0.0;0.0;;1.01;54.480000000000004;1.3900000000000001;33.849999999999994;0.01;5.26;1.545;37.46;;2024-04-17;15:00
11;Île-de-France;Données définitives;7699.5;0.0;0.0;99.5;1.0;0.0;121.5;7401.0;0.0;0.0;81.5;0.0;0.0;0.0;0.0;;1.06;56.205;1.29;30.9;0.01;5.26;1.58;37.615;;2024-04-17;16:00
11;Île-de-France;Données définitives;7761.5;0.0;0.0;76.0;1.0;0.0;125.5;7496.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;;0.855;45.519999999999996;0.98;23.6;0.01;5.26;1.62;38.855000000000004;;2024-04-17;17:00
11;Île-de-France;Données définitives;7880.0;0.0;0.0;49.0;1.0;0.0;129.0;7634.5;0.0;0.0;69.5;0.0;0.0;0.0;0.0;;0.885;47.93;0.62;15.215;0.01;5.26;1.635;39.94;;2024-04-17;18:00
11;Île-de-France;Données définitives;8102.0;218.0;0.0;23.5;1.0;0.0;131.5;7677.0;0.0;0.0;54.0;0.0;2.7;10.115;0.0;;0.665;37.245000000000005;0.29000000000000004;7.3;0.01;5.26;1.625;40.715;;2024-04-17;19:00
11;Île-de-France;Données définitives;8306.5;867.5;0.0;9.0;1.0;0.0;131.5;7244.5;0.0;0.0;56.5;0.0;10.44;40.254999999999995;0.0;;0.6799999999999999;38.965;0.11;2.795;0.01;5.26;1.58;40.715;;2024-04-17;20:00
11;Île-de-France;Données définitives;8198.5;887.0;0.0;0.0;1.0;0.0;132.0;7143.0;0.0;0.0;37.5;0.0;10.82;41.16;0.0;;0.45999999999999996;25.865000000000002;0.0;0.0;0.01;5.26;1.61;40.870000000000005;;2024-04-17;21:00
11;Île-de-France;Données définitives;7939.0;595.5;0.0;0.0;1.0;0.0;134.0;7168.0;0.0;0.0;39.5;0.0;7.5;27.634999999999998;0.0;;0.5;27.245;0.0;0.0;0.01;5.26;1.69;41.489999999999995;;2024-04-17;22:00
11;Île-de-France;Données définitives;8007.0;560.0;0.0;0.0;1.0;0.0;133.5;7268.0;0.0;0.0;45.5;0.0;6.995;25.985;0.0;;0.5700000000000001;31.38;0.0;0.0;0.01;5.26;1.67;41.335;;2024-04-17;23:00
11;Île-de-France;Données définitives;5654.0;0.0;0.0;0.0;5.0;0.0;108.0;5501.5;0.0;0.0;43.5;0.0;0.0;0.0;0.0;;0.77;30.0;0.0;0.0;0.09;26.32;1.91;33.44;;2024-05-13;00:00
11;Île-de-France;Données définitives;5084.5;0.0;0.0;0.0;5.0;0.0;110.0;4935.0;0.0;0.0;38.5;0.0;0.0;0.0;0.0;;0.76;26.555;0.0;0.0;0.1;26.32;2.165;34.06;;2024-05-13;01:00
11;Île-de-France;Données définitives;4674.0;0.0;0.0;0.0;5.0;0.0;112.5;4524.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;;0.79;25.52;0.0;0.0;0.11;26.32;2.41;34.825;;2024-05-13;02:00
11;Île-de-France;Données définitives;4370.0;0.0;0.0;0.0;5.0;0.0;113.0;4225.5;0.0;0.0;31.5;0.0;0.0;0.0;0.0;;0.72;21.725;0.0;0.0;0.11;26.32;2.585;34.980000000000004;;2024-05-13;03:00
11;Île-de-France;Données définitives;4239.5;0.0;0.0;0.0;5.0;0.0;113.0;4102.0;0.0;0.0;24.5;0.0;0.0;0.0;0.0;;0.58;16.895;0.0;0.0;0.12;26.32;2.665;34.980000000000004;;2024-05-13;04:00
11;Île-de-France;Données définitives;4367.5;0.0;0.0;0.0;5.0;0.0;115.5;4225.5;0.0;0.0;27.0;0.0;0.0;0.0;0.0;;0.62;18.619999999999997;0.0;0.0;0.11499999999999999;26.32;2.65;35.754999999999995;;2024-05-13;05:00
11;Île-de-France;Données définitives;4832.5;0.0;0.0;0.0;5.0;0.0;109.0;4704.5;0.0;0.0;17.5;0.0;0.0;0.0;0.0;;0.37;12.07;0.0;0.0;0.10500000000000001;26.32;2.26;33.75;;2024-05-13;06:00
11;Île-de-France;Données définitives;5787.5;0.0;0.0;4.5;5.0;0.0;108.0;5655.5;0.0;0.0;18.0;0.0;0.0;0.0;0.0;;0.31;12.41;0.08;1.395;0.08499999999999999;26.32;1.87;33.44;;2024-05-13;07:00
11;Île-de-France;Données définitives;6579.0;0.0;0.0;19.0;5.0;0.0;104.5;6446.0;0.0;0.0;12.5;0.0;0.0;0.0;0.0;;0.19;8.620000000000001;0.29;5.9;0.07500000000000001;26.32;1.5899999999999999;32.355000000000004;;2024-05-13;08:00
11;Île-de-France;Données définitives;6880.5;0.0;0.0;46.5;5.0;0.0;98.5;6725.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;;0.16;7.59;0.675;14.440000000000001;0.07;26.32;1.435;30.495;;2024-05-13;09:00
