Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;P.SEPL61RATIE;LIAISON 225kV N0 1 PONT-SEPT-RATIER;EN EXPLOITATION;225kV;RTE;2;P.SEPL61SANDO;LIAISON 225kV N0 1 PONT-SEPT-SANDOUVILLE;;;;;;
AERIEN;CERGYL71MEZE5;LIAISON 400kV N0 1 CERGY - MEZEROLLES;EN EXPLOITATION;400kV;RTE;2;CERGYL72MEZE5;LIAISON 400kV N0 2 CERGY - MEZEROLLES;;;;;;
AERIEN;CREYSL71GEN.P;LIAISON 400kV N0 1 CREYS - GENISSIAT-POSTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARDOIL61TAVEL;LIAISON 225kV N0 1 ARDOISE (L )-TAVEL;EN EXPLOITATION;225kV;RTE;2;ARDOIL62TAVEL;LIAISON 225kV N0 2 ARDOISE (L )-TAVEL;;;;;;
AERIEN;GRISOL61S.PON;LIAISON 225kV N0 1 GRISOLLES-SERRE-PONCON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;M.SEIL72VIELM;LIAISON 400kV N0 2 MERY-SUR-SEINE - VIELMOULIN;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CARISL61SEREI;LIAISON 225kV N0 1 CARISEY - SEREIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;M.RADL61P.JER;LIAISON 225kV N0 1 MARAIS DE RADICATEL (LES) - PORT-JEROME;EN EXPLOITATION;225kV;RTE;2;P.JERL61RATIE;LIAISON 225kV N0 1 PORT-JEROME-RATIER;;;;;;
AERIEN;MERLAL61SIRMI;LIAISON 225kV N0 1 MERLATIERE-SIRMIERE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BREN5L61VERFE;LIAISON 225kV N0 1 BRENS - VERFEIL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AUSSOL61P.AND;LIAISON 225kV N0 1 AUSSOIS-PRAZ-ST-ANDRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEVAL71GAVRE;LIAISON 400kV N0 1 CHEVALET - GAVRELLE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SOLEIL61VOLVO;LIAISON 225kV N0 1 SOLEIL (LE) - VOLVON;EN EXPLOITATION;225kV;RTE;2;CHAZ5L31SOLEI;LIAISON 63kV N0 1 CHAZELLES-SOLEIL (LE);;;;;;
AERIEN;AULNOL61P.SAM;LIAISON 225kV N0 1 AULNOYE-PONT-SUR-SAMBRE;EN EXPLOITATION;225kV;RTE;2;MASTAL61P.SAM;LIAISON 225kV N0 1 MASTAING-PONT-SUR-SAMBRE;;;;;;
AERIEN;LIERSL61LOGES;LIAISON 225kV N0 1 LIERS-LOGES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LIERSL61LOGES;LIAISON 225kV N0 1 LIERS-LOGES (LES);EN EXPLOITATION;225kV;RTE;2;LOGESL61ZLINA;LIAISON 225kV N0 1 ESCARGOT - LOGES (LES) - PETIT-BOIS (LE);;;;;;
AERIEN;MOLE L61SSPMA;LIAISON 225kV N0 1 MOLE (LA) - ST-PIERRE-MAREGES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GARCHL61SSELO;LIAISON 225kV N0 1 GARCHIZY-ST-ELOI;EN EXPLOITATION;225kV;RTE;2;GARCHL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;;;;;;
AERIEN;ESPI5L62ZESPI;LIAISON 225kV N0 2 CHAUNAY - DAMBRON - ESPIERS (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CABRIL62REALT;LIAISON 225kV N0 2 CABRIES-REALTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VLEJUL61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;RTE;2;MOUL8L62VLEJU;LIAISON 225kV N0 2 MOULINEAUX - VILLEJUST;;;;;;
AERIEN;VLEJUL61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LIVIEL61SSVIN;LIAISON 225kV N0 1 LIVIERE - ST VINCENT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANDRL61ZR.MA;LIAISON 225kV N0 1 LANDRES - STENAY - JAMETZ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;H.PAUL71VIELM;LIAISON 400kV N0 1 HENRI-PAUL - VIELMOULIN;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DENNAL61WARAN;LIAISON 225kV N0 1 DENNA-WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;THIERL61ZQUAR;LIAISON 225kV N0 1 QUAREZ - THIERS (BRUAY-SUR-L'ESCAUT) - VALENCIENNES;EN EXPLOITATION;225kV;RTE;2;FAMARL31THIER;LIAISON 63kV N0 1 FAMARS-THIERS;;;;;;
AERIEN;BISSYL61G.ILE;LIAISON 225kV N0 1 BISSY-GRANDE-ILE;EN EXPLOITATION;225kV;RTE;2;G.ILEL31ZC.BA;LIAISON 63kV N0 1 CHAPELLE DU BARD (LA)-GRANDE-ILE-ST-PIERRE-D ALBIGNY;;;;;;
AERIEN;CANTEL61MOUGU;LIAISON 225kV N0 1 CANTEGRIT - MOUGUERRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CZTRYL61PLISO;LIAISON 225kV N0 1 COURTRY-PLISON;EN EXPLOITATION;225kV;RTE;2;CZTRYL61SENAR;LIAISON 225kV N0 1 COURTRY-SENART;;;;;;
AERIEN;FRASNL71GEN.P;LIAISON 400kV N0 1 FRASNE - GENISSIAT-POSTE;EN EXPLOITATION;400kV;RTE;2;GEN.PL72VIELM;LIAISON 400kV N0 2 GENISSIAT-POSTE - VIELMOULIN;;;;;;
AERIEN;CHEV5L61ZBAST;LIAISON 225kV N0 1 BRAINS - CHEVIRE - CORDEMAIS-POSTE;EN EXPLOITATION;225kV;RTE;2;CHEV5L31SSPAZ;LIAISON 63kV N0 1 CHEVIRE - STE-PAZANNE;;;;;;
AERIEN;CHEV5L61ZBAST;LIAISON 225kV N0 1 BRAINS - CHEVIRE - CORDEMAIS-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVELIL71WEPPE;LIAISON 400kV N0 1 AVELIN - WEPPES;EN EXPLOITATION;400kV;RTE;2;AVELIL72WARAN;LIAISON 400kV N0 2 AVELIN - WARANDE;;;;;;
AERIEN;B.MONL62ZB.VA;LIAISON 225kV N0 2 BEAUCHASTEL - BEAUMONT-MONTEUX - BOURG-LES-VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FLAMAL73MENUE;LIAISON 400kV N0 3 FLAMANVILLE - MENUEL DER TA2;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;VALE8L61ZMANG;LIAISON 225kV N0 1 ETOILE-SUR-RHONE - LOGIS-NEUF - VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPNIEL61PRUNI;LIAISON 225kV N0 1 CHAMPAGNIER - PRUNIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXCHAL62ZB.VA;LIAISON 225kV N0 2 BEAUCHASTEL - BEAUMONT-MONTEUX - BOURG-LES-VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVIGNL61CTAUR;LIAISON 225kV N0 1 AVIGNON (POSTE) - CHATEAURENARD;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL71PALUE;LIAISON 400kV N0 1 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;2;BARNAL72PALUE;LIAISON 400kV N0 2 BARNABOS - PALUEL;;;;;;
AERIEN;CHEVIL62RUNGI;LIAISON 225kV N0 2 CHEVILLY-RUNGIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BORT L61MOLE;LIAISON 225kV N0 1 BORT-MOLE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXLIEL61ZGRA6;LIAISON 225kV N0 1 BEAULIEU - ROUMAGNOLLE - GRANZAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.GASL61PERSA;LIAISON 225kV N0 1 PLESSIS-GASSOT - PERSAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORDEL61ZSSCO;LIAISON 225kV N0 1 CORDEAC - PRUNIERES - ST-PIERRE-COGNET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VINCEL61ZGOLB;LIAISON 225kV N0 1 GOLBEY - JEUXEY - VINCEY;EN EXPLOITATION;225kV;RTE;2;VINCEL61ZSSNA;LIAISON 225kV N0 1 ETIVAL - ST-NABORD - VINCEY;;;;;;
AERIEN;AVELIL62EPINE;LIAISON 225kV N0 2 AVELIN - EPINETTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DAMERL61VESLE;LIAISON 225kV N0 1 DAMERY-VESLE;EN EXPLOITATION;225kV;RTE;2;ORMESL61VESLE;LIAISON 225kV N0 1 ORMES-VESLE;;;;;;
AERIEN;SAUS2L61ZV.MO;LIAISON 225kV N0 1 LONGEFAN - SAUSSAZ II (LA) - VIEUX-MOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BONN6L61VALDI;LIAISON 225kV N0 1 BONNEAU-VALDIVIENNE;EN EXPLOITATION;225kV;RTE;2;BONN6L62VALDI;LIAISON 225kV N0 2 BONNEAU-VALDIVIENNE;;;;;;
AERIEN;CHESNL63RENAR;LIAISON 225kV N0 3 CHESNOY (LE) - RENARDIERES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LAUNAL72TAUTE;LIAISON 400kV N0 2 LAUNAY - TAUTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CXNAYL61ZJUST;LIAISON 225kV N0 1 CHAUNAY - DAMBRON - JUSTICE;EN EXPLOITATION;225kV;RTE;2;CXNAYL41MALAG;LIAISON 90kV N0 1 CHAUNAY-MALAGUAY;;;;;;
AERIEN;GRIGNL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DARSEL61FEUIL;LIAISON 225kV N0 1 DARSE-FEUILLANE;EN EXPLOITATION;225kV;RTE;2;DARSEL61FEUIL;LIAISON 225kV N0 1 DARSE-FEUILLANE;;;;;;
AERIEN;PLUVIL61PRINQ;LIAISON 225kV N0 1 PLUVIGNER - PRINQUIAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BONNIL61MEZE5;LIAISON 225kV N0 1 BONNIERES-MEZEROLLES;EN EXPLOITATION;225kV;RTE;2;BONNIL61ZRIC5;LIAISON 225kV N0 1 ARPENTS (LES) - BONNIERES - RICHEBOURG;;;;;;
AERIEN;VALENL61ZQUAR;LIAISON 225kV N0 1 QUAREZ - THIERS (BRUAY-SUR-L'ESCAUT) - VALENCIENNES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MENUEL71TOLLE;LIAISON 400kV N0 1 MENUEL - TOLLEVAST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GRANZL72PREGU;LIAISON 400kV N0 2 GRANZAY - PREGUILLAC;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;POUGEL61SSVIC;LIAISON 225kV N0 1 POUGET (LE) - ST-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRANZL61SSFLO;LIAISON 225kV N0 1 GRANZAY-ST-FLORENT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ALBERL71M.LAN;LIAISON 400kV N0 1 ALBERTVILLE - MONTAGNY-LES-LANCHES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BREUIL62MOLE;LIAISON 225kV N0 2 BREUIL (LE)- MOLE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CERGYL61PORCH;LIAISON 225kV N0 1 CERGY-PORCHEVILLE;EN EXPLOITATION;225kV;RTE;2;PORCHL61PUISE;LIAISON 225kV N0 1 PORCHEVILLE-PUISEUX;;;;;;
AERIEN;EGUZOL72VALDI;LIAISON 400kV N0 2 EGUZON - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CHOO5L61MAZUR;LIAISON 225kV N0 1 CHOOZ-MAZURES;EN EXPLOITATION;225kV;RTE;2;CHOO5L62MAZUR;LIAISON 225kV N0 2 CHOOZ-MAZURES;;;;;;
AERIEN;MORBRL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANG6L61MORBR;LIAISON 225kV N0 1 LANGLOIS-MORBRAS;EN EXPLOITATION;225kV;RTE;2;MORBRL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;;;;;;
AERIEN;DONZEL61FEROU;LIAISON 225kV N0 1 DONZENAC-FEROUGE;EN EXPLOITATION;225kV;RTE;2;FEROUL61TALAM;LIAISON 225kV N0 1 FEROUGE-TALAMET;;;;;;
AERIEN;ALBERL71BATHI;LIAISON 400kV N0 1 ALBERTVILLE - BATHIE (LA);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GAMPAL61ZCPB5;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHAMPBLAIN - GAMPALOUP;EN EXPLOITATION;225kV;RTE;2;B.MONL62GAMPA;LIAISON 225kV N0 2 BEAUMONT-MONTEUX-GAMPALOUP;;;;;;
AERIEN;CIVAUL76VALDI;LIAISON 400kV N0 6 (AUX2) CIVAUX - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CROIXL61P.ME5;LIAISON 225kV N0 1 CROIX (LA)-PETIT-MENIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CAIL5L61E.BOT;LIAISON 225kV N0 1 CAILLOLS-ENCO-DE-BOTTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MASSYL62VLEJU;LIAISON 225kV N0 2 MASSY-VILLEJUST;EN EXPLOITATION;225kV;RTE;2;MASSYL61VLEJU;RES. LIAISON 225kV N0 1  MASSY - VILLEJUST;;;;;;
AERIEN;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;EN EXPLOITATION;225kV;RTE;2;BXTO5L63LATEN;LIAISON 225kV N0 3 BEAUTOR(POSTE) - LATENA;;;;;;
AERIEN;REALTL63SEPTE;LIAISON 225kV N0 3 REALTOR - SEPTEMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MAMBEL61PUSY;LIAISON 225kV N0 1 MAMBELIN-PUSY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FARRAL61SAINT;LIAISON 225kV N0 1 FARRADIERE (LA) - SAINTES;EN EXPLOITATION;225kV;RTE;2;PREGUL61SAINT;LIAISON 225kV N0 1 PREGUILLAC - SAINTES;;;;;;
AERIEN;CATTEL71VIGY;LIAISON 400kV N0 1 CATTENOM - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CERGYL61ZHERB;LIAISON 225kV N0 1 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;RTE;4;CERGYL61ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;CERGYL61ZLIE5;LIAISON 225kV N0 1 CERGY - LIESSE - PLESSIS-GASSOT;CERGYL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;;
AERIEN;COR.PL61GUERS;LIAISON 225kV N0 1 CORDEMAIS-POSTE-GUERSAC;EN EXPLOITATION;225kV;RTE;2;GUERSL61ZPRIN;LIAISON 225kV N0 1 CORDEMAIS-POSTE - GUERSAC - THEIX;;;;;;
AERIEN;CONCAL61P.ROU;LIAISON 225kV N0 1 CONCARNEAU-POTEAU-ROUGE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GUEBWL61VOGEL;LIAISON 225kV N0 1 GUEBWILLER - VOGELGRUN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;.RIDDL61CORNI;LIAISON 225kV N0 1 CORNIER-RIDDES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSOREL61VERFE;LIAISON 225kV N0 1 ST-ORENS-VERFEIL;EN EXPLOITATION;225kV;RTE;2;P.SIML62VERFE;LIAISON 225kV N0 2 PORTET-ST-SIMON-VERFEIL;;;;;;
AERIEN;ROBI5L61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;RTE;2;MOUL8L62VLEJU;LIAISON 225kV N0 2 MOULINEAUX - VILLEJUST;;;;;;
AERIEN;CUBNEL61MQIS;LIAISON 225kV N0 1 CUBNEZAIS-MARQUIS (LE);EN EXPLOITATION;225kV;RTE;2;MQIS L31V.BLA;LIAISON 63kV N0 1 MARQUIS (LE)-VILLENEUVE-DE-BLAYE;;;;;;
AERIEN;GRAFFL61SPORE;LIAISON 225kV N0 1 GRAFFENSTADEN-SPORENINSEL;EN EXPLOITATION;225kV;RTE;2;P.RHIL61STRAS;LIAISON 225kV N0 1 PORT-DU-RHIN-STRASBOURG;;;;;;
AERIEN;BEZAUL72VIGY;LIAISON 400kV N0 2 BEZAUMONT - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BEZAUL71MARL6;LIAISON 400kV N0 1 BEZAUMONT - MARLENHEIM;EN EXPLOITATION;400kV;RTE;2;MARL6L71SCHEE;LIAISON 400kV N0 1 MARLENHEIM - SCHEER;;;;;;
AERIEN;H.VINL61HELLE;LIAISON 225kV N0 1 HAUT-VINAGE-HELLEMMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TUILIL61ZSS11;LIAISON 225kV N0 1 CUBNEZAIS - SAINT-GERAUD-DE-CORPS - TUILIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MAMBEL61PALEN;LIAISON 225kV N0 1 MAMBELIN-PALENTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VLEJUL61ZLIN7;LIAISON 225kV N0 1 LIERS - VILLEJUST - PETIT-BOIS (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;C.MERL61MOUGI;LIAISON 225kV N0 1 CAGNES-SUR-MER-MOUGINS;EN EXPLOITATION;225kV;RTE;2;MOUGIL31VALBO;LIAISON 63kV N0 1 MOUGINS-VALBONNE;;;;;;
AERIEN;.ARKAL61ARGIA;LIAISON 225kV N0 1 ARGIA-ARKALE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;HERMIL61LONG6;LIAISON 225kV N0 1 HERMILLON - LONGEFAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BRUGEL61MQIS;LIAISON 225kV N0 1 BRUGES - MARQUIS (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GEN.PL61VOUGL;LIAISON 225kV N0 1 GENISSIAT-POSTE - VOUGLANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BAYETL61SEMIN;LIAISON 225kV N0 1 BAYET - SEMINAIRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;E.BOTL62PALUN;LIAISON 225kV N0 2 ENCO-DE-BOTTE-PALUN (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;NEMOUL61VLEMA;LIAISON 225kV N0 1 NEMOURS-VILLEMANDEUR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PENLYL71PENL5;LIAISON 400kV N0 1 PENLY (POSTE CENTRALE) - PENLY (POSTE EVACUATION);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;QUINTL61SSCAL;LIAISON 225kV N0 1 QUINTES (LES)-ST-CALAIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CLERAL71PLAUD;LIAISON 400kV N0 1 CLERAC - PLAUD;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CPBLAL61ZCPB5;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHAMPBLAIN - GAMPALOUP;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPBLAL61ZCPB5;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHAMPBLAIN - GAMPALOUP;EN EXPLOITATION;225kV;RTE;2;ANNEYL31SSVAL;LIAISON 63kV N0 1 ANNEYRON-ST-VALLIER;;;;;;
AERIEN;D.BURL62TABAR;LIAISON 225kV N0 2 (AUX3-4)DAMPIERRE-EN-BURLY-TABARDERIE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.GASL64ZFAN5;LIAISON 225kV N0 4 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHOO2L71LONNY;LIAISON 400kV N0 1 CHOOZ B - LONNY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BOCTOL71MORBR;LIAISON 400kV N0 1 BOCTOIS - MORBRAS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAMBEL62PALEN;LIAISON 225kV N0 2 MAMBELIN-PALENTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL71ROUGE;LIAISON 400kV N0 1 BARNABOS - ROUGEMONTIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MANDAL71WARAN;LIAISON 400kV N0 1 MANDARINS - WARANDE;EN EXPLOITATION;400kV;RTE;2;ATTAQL72MANDA;LIAISON 400kV N0 2 ATTAQUES (LES) - MANDARINS;;;;;;
AERIEN;GRANZL71JUMEA;LIAISON 400kV N0 1 GRANZAY - JUMEAUX (LES);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CUPERL61ZCUPE;LIAISON 225kV N0 1 CUPERLY - RECY - VESLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COQUAL61ROUGE;LIAISON 225kV N0 1 COQUAINVILLIERS-ROUGEMONTIER;EN EXPLOITATION;225kV;RTE;2;COQUAL62ROUGE;LIAISON 225kV N0 2 COQUAINVILLIERS-ROUGEMONTIER;;;;;;
AERIEN;CHESNL71VLECH;LIAISON 400kV N0 1 CHESNOY (LE) - VILLECHETIVE;EN EXPLOITATION;400kV;RTE;2;SEREIL71VLECH;LIAISON 400kV N0 1 SEREIN - VILLECHETIVE;;;;;;
AERIEN;B.EPIL61DOMLO;LIAISON 225kV N0 1 BELLE-EPINE-DOMLOUP;EN EXPLOITATION;225kV;RTE;2;DOMLOL62ZSSL7;LIAISON 225kV N0 2 BELLE-EPINE - DOMLOUP - ST-LAURENT;;;;;;
AERIEN;BACALL61BRUGE;LIAISON 225kV N0 1 BACALAN-BRUGES;EN EXPLOITATION;225kV;RTE;2;BACALL31BLAN5;LIAISON 63kV N0 1 BACALAN - BLANQUEFORT (FORD);;;;;;
AERIEN;CHESNL71M.SEI;LIAISON 400kV N0 1 CHESNOY (LE) - MERY-SUR-SEINE;EN EXPLOITATION;400kV;RTE;2;CHESNL72M.SEI;LIAISON 400kV N0 2 CHESNOY (LE) - MERY-SUR-SEINE;;;;;;
AERIEN;ABLAIL61LATEN;LIAISON 225kV N0 1 ABLAINCOURT-LATENA;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CUBNEL71DONZA;LIAISON 400kV N0 1 CUBNEZAIS - DONZAC;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;H.PAUL71VIELM;LIAISON 400kV N0 1 HENRI-PAUL - VIELMOULIN;EN EXPLOITATION;400kV;RTE;2;COMMUL61H.PAU;LIAISON 225kV N0 1 COMMUNE-HENRI-PAUL;;;;;;
AERIEN;P.TRIL61ZP.TR;LIAISON 225kV N0 1 MONTPELLIER - PONT TRINQUAT - ST CHRISTOL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SISTEL61ZBLAU;LIAISON 225kV N0 1 CURBANS - SISTERON - BLAUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEVIL63ZV.OR;LIAISON 225kV N0 3 CHEVILLY - ULIS (LES) - VILLEJUST;EN EXPLOITATION;225kV;RTE;3;MASSYL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;VLEJUL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;;;;
AERIEN;RELE L61VANDI;LIAISON 225kV N0 1 RELE-VANDIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FLOIRL61PESSA;LIAISON 225kV N0 1 FLOIRAC EDF-PESSAC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CROIXL61H.VIN;LIAISON 225kV N0 1 CROIX (LA) - HAUT-VINAGE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHARPL72GREPI;LIAISON 400kV N0 2 CHARPENAY - GREPILLES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PLAISL61ZAVRO;LIAISON 225kV N0 1 PLAISANCE - VILLEVAUDE - AVRON;EN EXPLOITATION;225kV;RTE;2;PLAISL62ZAVR5;LIAISON 225kV N0 2 PLAISANCE - VILLEVAUDE - AVRON;;;;;;
AERIEN;GRANZL62SSFLO;LIAISON 225kV N0 2 GRANZAY - ST-FLORENT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DIRINL62ZTREF;LIAISON 225kV N0 2 DIRINON - MARTYRE (LA) - SQUIVIDAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;EGUZOL61SSFEY;LIAISON 225kV N0 1 EGUZON-STE-FEYRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAFFL61REICH;LIAISON 225kV N0 1 GRAFFENSTADEN-REICHSTETT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DOMLOL72LOUIS;LIAISON 400kV N0 2 DOMLOUP - LOUISFERT (POSTE F);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DOMLOL71LOUIS;LIAISON 400kV N0 1 DOMLOUP - LOUISFERT;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARPENL61ZRIC5;LIAISON 225kV N0 1 ARPENTS (LES) - BONNIERES - RICHEBOURG;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BEUVRL61VENDI;LIAISON 225kV N0 1 BEUVRY(LABOURSE)-VENDIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
