Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;HAVR5L62P.SEP;LIAISON 225kV N0 2 HAVRE (LE) (POSTE) - PONT-SEPT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GREZIL61ZFONC;LIAISON 225kV N0 1 GREZILLAC - GUPIE - SAUVETERRE-DE-GUYENNE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;EGUZOL61MAURE;LIAISON 225kV N0 1 EGUZON-MAUREIX (LE);EN EXPLOITATION;225kV;RTE;2;MAUREL61P.CHA;LIAISON 225kV N0 1 MAUREIX (LE) - PEYRAT-LE-CHATEAU;;;;;;
AERIEN;PLAISL61ZAVRO;LIAISON 225kV N0 1 PLAISANCE - VILLEVAUDE - AVRON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TRAN5L61ZTRAN;LIAISON 225kV N0 1 MORCHIES - PERTAIN - TRANSLOY (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LEGUEL61LESQU;LIAISON 225kV N0 1 LEGUEVIN-LESQUIVE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LAVALL61ZBUTT;LIAISON 225kV N0 1 BUTTAVENT - FLERS - LAVAL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;B.CARL61LINGO;LIAISON 225kV N0 1 BROC-CARROS (LE)-LINGOSTIERE;EN EXPLOITATION;225kV;RTE;2;B.CARL62LINGO;LIAISON 225kV N0 2 BROC-CARROS (LE)-LINGOSTIERE;;;;;;
AERIEN;MIONSL61VENIS;LIAISON 225kV N0 1 MIONS-VENISSIEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ALLINL61CORNI;LIAISON 225kV N0 1 ALLINGES-CORNIER;EN EXPLOITATION;225kV;RTE;2;CORNIL61ZALL7;LIAISON 225kV N0 1 ALLINGES - CORNIER - JUVIGNY;;;;;;
AERIEN;P.HA5L61ROSPE;LIAISON 225kV N0 1 PLAINE HAUTE-ROSPEZ;EN EXPLOITATION;225kV;RTE;2;P.HA5L61ZCORO;LIAISON 225kV N0 1 BRENNILIS - PLAINE HAUTE - ROSPEZ;;;;;;
AERIEN;ARDOIL62TAVEL;LIAISON 225kV N0 2 ARDOISE (L )-TAVEL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL72PENL5;LIAISON 400kV N0 2 BARNABOS - PENLY (POSTE EVACUATION);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COMM7L61ZAMIG;LIAISON 225kV N0 1 CLAIRE-FONTAINE - COMMERVEIL - QUINTES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;RIVENL61TARAS;LIAISON 225kV N0 1 RIVENEUVE-TARASCON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MASSYL62VLEJU;LIAISON 225kV N0 2 MASSY-VILLEJUST;EN EXPLOITATION;225kV;RTE;3;MASSYL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;MASSYL61VLEJU;RES. LIAISON 225kV N0 1  MASSY - VILLEJUST;;;;
AERIEN;LESCAL62MARSI;LIAISON 225kV N0 2 LESCAR-MARSILLON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GROSNL61GUEUG;LIAISON 225kV N0 1 GROSNE-GUEUGNON;EN EXPLOITATION;225kV;RTE;2;GROSNL61MACON;LIAISON 225kV N0 1 GROSNE-MACON;;;;;;
AERIEN;SSEA2L71VERGE;LIAISON 400kV N0 1 ST-LAURENT-DES-EAUX B - VERGER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CUBNEL71DONZA;LIAISON 400kV N0 1 CUBNEZAIS - DONZAC;EN EXPLOITATION;400kV;RTE;2;CUBNEL72DONZA;LIAISON 400kV N0 2 CUBNEZAIS - DONZAC;;;;;;
AERIEN;SSJOSL61ZDOUL;LIAISON 225kV N0 1 CHEVIRE - DOULON - ST-JOSEPH;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;M.RADL61SANDO;LIAISON 225kV N0 1 MARAIS DE RADICATEL (LES) - SANDOUVILLE;EN EXPLOITATION;225kV;RTE;2;P.JERL61RATIE;LIAISON 225kV N0 1 PORT-JEROME-RATIER;;;;;;
AERIEN;CHEVIL63ZV.OR;LIAISON 225kV N0 3 CHEVILLY - ULIS (LES) - VILLEJUST;EN EXPLOITATION;225kV;RTE;2;VLEJUL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;;;;;;
AERIEN;ARGOEL71LIMEU;LIAISON 400kV N0 1 ARGOEUVES - LIMEUX;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARGOEL71LIMEU;LIAISON 400kV N0 1 ARGOEUVES - LIMEUX;EN EXPLOITATION;400kV;RTE;2;ARGOEL71PENL5;LIAISON 400kV N0 1 ARGOEUVES - PENLY (POSTE EVACUATION);;;;;;
AERIEN;CUBNEL72DONZA;LIAISON 400kV N0 2 CUBNEZAIS - DONZAC;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CABRIL61REALT;LIAISON 225kV N0 1 CABRIES-REALTOR;EN EXPLOITATION;225kV;RTE;2;CABRIL62REALT;LIAISON 225kV N0 2 CABRIES-REALTOR;;;;;;
AERIEN;ORMESL61SSBR5;LIAISON 225kV N0 1 ORMES-ST-BRICE;EN EXPLOITATION;225kV;RTE;2;ORMESL62SSBR5;LIAISON 225kV N0 2 ORMES-ST-BRICE;;;;;;
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;EN EXPLOITATION;400kV;RTE;2;SSAVOL61ZSAR6;LIAISON 225kV N0 1 BERGHOLZ - SARREGUEMINES - ST-AVOLD;;;;;;
AERIEN;TABARL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;EN EXPLOITATION;225kV;RTE;2;TABARL61ZGLAC;LIAISON 225kV N0 1 GIEN - TABARDERIE - VILLEMANDEUR;;;;;;
AERIEN;AVIGNL61MOTT5;LIAISON 225kV N0 1 AVIGNON(POSTE) - MOTTE (LA) (V.-LES-AVIGNON);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PELADL61ZPELA;LIAISON 225kV N0 1 BOUTRE - OLLIERES - PELADE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SAIN5L61ZG.HA;LIAISON 225kV N0 1 MUREMONT - SAINTOIS - VINCEY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXRE6L61SSEA2;LIAISON 225kV N0 1 BEAUREGARD(SAINT-LAURENT-NOUAN)-ST-LAURENT-DES-EAUX B;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BIANCL61MOUGI;LIAISON 225kV N0 1 BIANCON-MOUGINS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BIANCL61MOUGI;LIAISON 225kV N0 1 BIANCON-MOUGINS;EN EXPLOITATION;225kV;RTE;2;MOUGIL61P.GR5;LIAISON 225kV N0 1 MOUGINS-PLAN-DE-GRASSE;;;;;;
AERIEN;ECHALL61SOLEI;LIAISON 225kV N0 1 ECHALAS - SOLEIL (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORMEL63ZFRO6;LIAISON 225kV N0 3 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;RTE;2;CORMEL64ZFRO7;LIAISON 225kV N0 4 CERGY - CORMEILLES - FROMAINVILLE;;;;;;
AERIEN;BOLL5L61PRRLA;LIAISON 225kV N0 1 BOLLENE - PIERRELATTE (COGEMA A PIERRELATTE) (225kV);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GARCHL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;JOUX L61ZJOUX;LIAISON 225kV N0 1 BOISSE (LA) - JOUX - MACON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;C.REGL62VIELM;LIAISON 225kV N0 2 CHAMPS-REGNAUD-VIELMOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;JACQUL61RIVIE;LIAISON 225kV N0 1 JACQUARD - RIVIERE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARGOEL71TERRI;LIAISON 400kV N0 1 ARGOEUVES - TERRIER;EN EXPLOITATION;400kV;RTE;2;ARGOEL72TERRI;LIAISON 400kV N0 2 ARGOEUVES - TERRIER;;;;;;
AERIEN;L.CHAL61VEZIL;LIAISON 225kV N0 1 LONG- CHAMP (LE)- VEZILLY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOCTOL71M.SEI;LIAISON 400kV N0 1 BOCTOIS - MERY-SUR-SEINE;EN EXPLOITATION;400kV;RTE;2;BOCTOL72M.SEI;LIAISON 400kV N0 2 BOCTOIS - MERY-SUR-SEINE;;;;;;
AERIEN;B.VALL62ZB.VA;LIAISON 225kV N0 2 BEAUCHASTEL - BEAUMONT-MONTEUX - BOURG-LES-VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXLIEL61GRANZ;LIAISON 225kV N0 1 BEAULIEU-GRANZAY;EN EXPLOITATION;225kV;RTE;2;BXLIEL41MARA7;LIAISON 90kV N0 1 BEAULIEU-MARANS;;;;;;
AERIEN;CHALOL62GROSN;LIAISON 225kV N0 2 CHALON-GROSNE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TRITHL61ZTRIT;LIAISON 225kV N0 1 GROS-CAILLOU - TRITH-ST-LEGER(PORT-ARTHUR LME) - TRITH-ST-LEGER(L.M.E.);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ORAISL61ZMEES;LIAISON 225kV N0 1 MEES (LES) - ORAISON - ST-AUBAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GIVORL61MIONS;LIAISON 225kV N0 1 GIVORS - MIONS;EN EXPLOITATION;225kV;RTE;2;GIVORL62MIONS;LIAISON 225kV N0 2 GIVORS - MIONS;;;;;;
AERIEN;HOURAL61MIEGE;LIAISON 225kV N0 1 HOURAT-MIEGEBAT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MEZE5L61PORCH;LIAISON 225kV N0 1 MEZEROLLES- PORCHEVILLE;EN EXPLOITATION;225kV;RTE;2;MEZE5L62PORCH;LIAISON 225kV N0 2 MEZEROLLES- PORCHEVILLE;;;;;;
AERIEN;AQUEDL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DARSEL62FEUIL;LIAISON 225kV N0 2 DARSE-FEUILLANE;EN EXPLOITATION;225kV;RTE;2;DARSEL62FEUIL;LIAISON 225kV N0 2 DARSE-FEUILLANE;;;;;;
AERIEN;CREC6L61WEPPE;LIAISON 225kV N0 1 CRECHETS (LES)-WEPPES;EN EXPLOITATION;225kV;RTE;2;CREC6L62WEPPE;LIAISON 225kV N0 2 CRECHETS (LES)-WEPPES;;;;;;
AERIEN;BARNAL72PALUE;LIAISON 400kV N0 2 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DAMBRL61G.DEN;LIAISON 225kV N0 1 DAMBRON-GAULT-SAINT-DENIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BERGHL61MARL6;LIAISON 225kV N0 1 BERGHOLZ-MARLENHEIM;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ALBERL71M.LAN;LIAISON 400kV N0 1 ALBERTVILLE - MONTAGNY-LES-LANCHES;EN EXPLOITATION;400kV;RTE;2;ALBERL61CHAV6;LIAISON 225kV N0 1 ALBERTVILLE-CHAVANOD;;;;;;
AERIEN;ARRIGL61V.GEO;LIAISON 225kV N0 1 ARRIGHI-VILLENEUVE-ST-GEORGES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BIANCL61MOUGI;LIAISON 225kV N0 1 BIANCON-MOUGINS;EN EXPLOITATION;225kV;RTE;2;BIANCL61P.GR5;LIAISON 225kV N0 1 BIANCON-PLAN-DE-GRASSE;;;;;;
AERIEN;G.SYNL61WARAN;LIAISON 225kV N0 1 GRANDE-SYNTHE - WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PELTRL61ZPELT;LIAISON 225kV N0 1 BEZAUMONT - PELTRE - VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;D.FRAL61LINGO;LIAISON 225kV N0 1 DIGUE-DES-FRANCAIS-LINGOSTIERE;EN EXPLOITATION;225kV;RTE;2;D.FRAL62LINGO;LIAISON 225kV N0 2 DIGUE-DES-FRANCAIS-LINGOSTIERE;;;;;;
AERIEN;DURANL61REALT;LIAISON 225kV N0 1 DURANNE (LA)-REALTOR;EN EXPLOITATION;225kV;RTE;2;DURANL61ROGNA;LIAISON 225kV N0 1 DURANNE (LA)-ROGNAC;;;;;;
AERIEN;COUCHL61CPVAN;LIAISON 225kV N0 1 COUCHEY-CHAMPVANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORMEL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PORCHL61PUISE;LIAISON 225kV N0 1 PORCHEVILLE-PUISEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVELIL61EPINE;LIAISON 225kV N0 1 AVELIN - EPINETTE;EN EXPLOITATION;225kV;RTE;2;AVELIL62EPINE;LIAISON 225kV N0 2 AVELIN - EPINETTE;;;;;;
AERIEN;BUIREL61P.SAM;LIAISON 225kV N0 1 BUIRE-PONT-SUR-SAMBRE;EN EXPLOITATION;225kV;RTE;2;CAPELL61H.VIE;LIAISON 225kV N0 1 CAPELLE (LA) - HERIE-LA-VIEVILLE;;;;;;
AERIEN;ORMESL61VESLE;LIAISON 225kV N0 1 ORMES-VESLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DOUVRL61PLACH;LIAISON 225kV N0 1 DOUVRIN - PLACHY (LE);EN EXPLOITATION;225kV;RTE;2;DOUVRL61ZPLAC;LIAISON 225kV N0 1 DOUVRIN - LESTARQUIT - PLACHY (LE);;;;;;
AERIEN;DOUVRL61PLACH;LIAISON 225kV N0 1 DOUVRIN - PLACHY (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CROIXL62P.ME5;LIAISON 225kV N0 2 CROIX (LA) - PETIT-MENIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXLIEL61GRANZ;LIAISON 225kV N0 1 BEAULIEU-GRANZAY;EN EXPLOITATION;225kV;RTE;2;GRANZL61NIORT;LIAISON 225kV N0 1 GRANZAY-NIORT;;;;;;
AERIEN;COUDOL62NEOUL;LIAISON 225kV N0 2 COUDON (LE)-NEOULES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MEZE5L71TILL5;LIAISON 400kV N0 1 MEZEROLLES - TILLEUL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PONTEL72REALT;LIAISON 400kV N0 2 PONTEAU - REALTOR;EN EXPLOITATION;400kV;RTE;2;PONTEL61REALT;LIAISON 225kV N0 1 PONTEAU - REALTOR;;;;;;
AERIEN;CLOCHL61DECHY;LIAISON 225kV N0 1 CLOCHETTE (LA)-DECHY;EN EXPLOITATION;225kV;RTE;2;CLOCHL62DECHY;LIAISON 225kV N0 2 CLOCHETTE (LA)-DECHY;;;;;;
AERIEN;MARSIL61PRAGN;LIAISON 225kV N0 1 MARSILLON - PRAGNERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHOLEL62DISTR;LIAISON 225kV N0 2 CHOLET-DISTRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHOLEL61MAUGE;LIAISON 225kV N0 1 CHOLET - MAUGES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CRENEL61FRONC;LIAISON 225kV N0 1 CRENEY - FRONCLES;EN EXPLOITATION;225kV;RTE;2;FRONCL61ZEPIZ;LIAISON 225kV N0 1 FRONCLES - EPIZON - MUREMONT;;;;;;
AERIEN;BLAUXL61ZBLAU;LIAISON 225kV N0 1 CURBANS - SISTERON - BLAUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GALERL64ZGALE;LIAISON 225kV N0 4 GALERES - ROMAINVILLE - VILLEVAUDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;H.DIEL61VAUPA;LIAISON 225kV N0 1 HOTEL DIEU - VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LINGOL61T.VIC;LIAISON 225kV N0 1 LINGOSTIERE-TRINITE-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;.BIESL61PRAGN;LIAISON 225kV N0 1 BIESCAS - PRAGNERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CUBNEL71SAUCA;LIAISON 400kV N0 1 CUBNEZAIS - SAUCATS;EN EXPLOITATION;400kV;RTE;2;CUBNEL72SAUCA;LIAISON 400kV N0 2 CUBNEZAIS - SAUCATS;;;;;;
AERIEN;CUBNEL71SAUCA;LIAISON 400kV N0 1 CUBNEZAIS - SAUCATS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GRANZL71PREGU;LIAISON 400kV N0 1 GRANZAY - PREGUILLAC;EN EXPLOITATION;400kV;RTE;2;GRANZL72PREGU;LIAISON 400kV N0 2 GRANZAY - PREGUILLAC;;;;;;
AERIEN;C.FONL61ZQUI5;LIAISON 225kV N0 1 ARNAGE - CLAIRE-FONTAINE - QUINTES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;AVOI5L71DISTR;LIAISON 400kV N0 1 AVOINE(POSTE 400 kV) - DISTRE;EN EXPLOITATION;400kV;RTE;2;AVOI5L72DISTR;LIAISON 400kV N0 2 AVOINE(POSTE 400 kV) - DISTRE;;;;;;
AERIEN;.AVELL72AVELI;LIAISON 400kV N0 2 AVELGEM - AVELIN;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;.AVELL71MASTA;LIAISON 400kV N0 1 AVELGEM - MASTAING;EN EXPLOITATION;400kV;RTE;2;.AVELL72AVELI;LIAISON 400kV N0 2 AVELGEM - AVELIN;;;;;;
AERIEN;ARRIGL62MORBR;LIAISON 225kV N0 2 ARRIGHI-MORBRAS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SEREIL61TONNE;LIAISON 225kV N0 1 SEREIN-TONNERRE;EN EXPLOITATION;225kV;RTE;2;TONNEL61ZTONN;LIAISON 225kV N0 1 JOUX-LA-VILLE - SEREIN - TONNERRE;;;;;;
AERIEN;CPNOLL61GEN.P;LIAISON 225kV N0 1 CHAMPAGNOLE - GENISSIAT-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FEUILL61SSCHA;LIAISON 225kV N0 1 FEUILLANE-ST-CHAMAS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CIROLL61MALEC;LIAISON 225kV N0 1 CIROLLIERS-MALECOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CAEN L61DRONN;LIAISON 225kV N0 1 CAEN-DRONNIERE (LA);EN EXPLOITATION;225kV;RTE;2;CAEN L61DRONN;LIAISON 225kV N0 1 CAEN-DRONNIERE (LA);;;;;;
AERIEN;BXCAIL62JONQU;LIAISON 225kV N0 2 BEAUCAIRE(CENTRALE CNR)-JONQUIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL71TERRI;LIAISON 400kV N0 1 BARNABOS - TERRIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;RUEYRL61SARRA;LIAISON 225kV N0 1 RUEYRES - SARRANS;EN EXPLOITATION;225kV;RTE;2;RUEYRL61SARRA;LIAISON 225kV N0 1 RUEYRES - SARRANS;;;;;;
AERIEN;VLEVAL61ZAVRO;LIAISON 225kV N0 1 PLAISANCE - VILLEVAUDE - AVRON;EN EXPLOITATION;225kV;RTE;2;VLEVAL62ZAVR5;LIAISON 225kV N0 2 PLAISANCE - VILLEVAUDE - AVRON;;;;;;
AERIEN;CAZARL61JALIS;LIAISON 225kV N0 1 CAZARIL-JALIS;EN EXPLOITATION;225kV;RTE;2;JALISL61LESQU;LIAISON 225kV N0 1 JALIS-LESQUIVE;;;;;;
AERIEN;E.BOTL61FAVAR;LIAISON 225kV N0 1 ENCO-DE-BOTTE - FAVARY;EN EXPLOITATION;225kV;RTE;2;E.BOTL61REALT;LIAISON 225kV N0 1 ENCO-DE-BOTTE-REALTOR;;;;;;
AERIEN;RHENAL61VOGEL;LIAISON 225kV N0 1 RHENALU-VOGELGRUN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GOURJL61VERFE;LIAISON 225kV N0 1 GOURJADE - VERFEIL;EN EXPLOITATION;225kV;RTE;2;P.SIML63VERFE;LIAISON 225kV N0 3 PORTET - ST-SIMON-VERFEIL;;;;;;
AERIEN;AUBE L61THIOT;LIAISON 225kV N0 1 AUBE-THIOT;EN EXPLOITATION;225kV;RTE;2;FLERSL61THIOT;LIAISON 225kV N0 1 FLERS-THIOT;;;;;;
AERIEN;GRAFFL61MARCK;LIAISON 225kV N0 1 GRAFFENSTADEN-MARCKOLSHEIM;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DOMLOL71OUDON;LIAISON 400kV N0 1 DOMLOUP - OUDON;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BAYETL71MARMA;LIAISON 400kV N0 1 BAYET - MARMAGNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAMBEL61SAONE;LIAISON 225kV N0 1 MAMBELIN - SAONE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GARCHL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;EN EXPLOITATION;225kV;RTE;2;GARCHL31ZDOUD;LIAISON 63kV N0 1 CHARITE-SUR-LOIRE (LA)-DOUDOYE-GARCHIZY;;;;;;
AERIEN;FLERSL61LAUNA;LIAISON 225kV N0 1 FLERS-LAUNAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ROSPEL61ZCORO;LIAISON 225kV N0 1 BRENNILIS - PLAINE HAUTE - ROSPEZ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOISSL62CUS.P;LIAISON 225kV N0 2 BOISSE (LA) - CUSSET-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAPEL61SSROU;LIAISON 225kV N0 1 CHAPELLE (LA) (CHAPELLE D ARBLAY)-ST-ETIENNE-DU-ROUVRAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CESTAL61PESSA;LIAISON 225kV N0 1 CESTAS - PESSAC;EN EXPLOITATION;225kV;RTE;2;GUITAL31PESSA;LIAISON 63kV N0 1 GUITAYNE-PESSAC;;;;;;
AERIEN;P.JERL61ROUGE;LIAISON 225kV N0 1 PORT-JEROME-ROUGEMONTIER;EN EXPLOITATION;225kV;RTE;2;P.JERL31ZVARE;RES. LIAISON 63kV N0 1  PORT-JEROME - PIQUAGE A HONFLEUR;;;;;;
AERIEN;BXTO5L61LATEN;LIAISON 225kV N0 1 BEAUTOR(POSTE)-LATENA;EN EXPLOITATION;225kV;RTE;2;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;;;;;;
AERIEN;CABANL61DARSE;LIAISON 225kV N0 1 CABAN-DARSE;EN EXPLOITATION;225kV;RTE;2;CABANL62DARSE;LIAISON 225kV N0 2 CABAN-DARSE;;;;;;
AERIEN;NEOULL71REALT;LIAISON 400kV N0 1 NEOULES - REALTOR;EN EXPLOITATION;400kV;RTE;2;NEOULL72REALT;LIAISON 400kV N0 2 NEOULES - REALTOR;;;;;;
AERIEN;ALBERL71COCHE;LIAISON 400kV N0 1 ALBERTVILLE - COCHE (LA);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;.SSTRL61CORNI;LIAISON 225kV N0 1 CORNIER-SAINT-TRIPHON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVELIL61CZRIE;LIAISON 225kV N0 1 AVELIN - COURRIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSAVOL71VIGY;LIAISON 400kV N0 1 ST-AVOLD - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MENUEL72TAUTE;LIAISON 400kV N0 2 MENUEL - TAUTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MIONSL61MOUCH;LIAISON 225kV N0 1 MIONS-MOUCHE (LA);EN EXPLOITATION;225kV;RTE;2;MIONSL62VENIS;LIAISON 225kV N0 2 MIONS-VENISSIEUX;;;;;;
AERIEN;LONNYL71SEUIL;LIAISON 400kV N0 1 LONNY - SEUIL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;B.HAML61ZB.HA;LIAISON 225kV N0 1 BASSE HAM - ST-HUBERT - VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BEZAUL71MARL6;LIAISON 400kV N0 1 BEZAUMONT - MARLENHEIM;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CREYSL71SSV.O;LIAISON 400kV N0 1 CREYS - ST-VULBAS-OUEST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAMBEL61PALEN;LIAISON 225kV N0 1 MAMBELIN-PALENTE;EN EXPLOITATION;225kV;RTE;2;MAMBEL62PALEN;LIAISON 225kV N0 2 MAMBELIN-PALENTE;;;;;;
AERIEN;VLEJUL61ZLINA;LIAISON 225kV N0 1 LOGES (LES) - PETIT-BOIS (LE) - VILLEJUST;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BALARL61MTPEL;LIAISON 225kV N0 1 BALARUC - MONTPELLIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DOMLOL72LAUNA;LIAISON 400kV N0 2 DOMLOUP - LAUNAY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SSJULL61VIGY;LIAISON 225kV N0 1 ST-JULIEN-VIGY;EN EXPLOITATION;225kV;RTE;2;SSJULL62VIGY;LIAISON 225kV N0 2 ST-JULIEN-VIGY;;;;;;
AERIEN;P.GASL61ZBRI5;LIAISON 225kV N0 1 PLESSIS-GASSOT - SEINE - BRICHE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.SEPL61SAINN;LIAISON 225kV N0 1 PONT-SEPT-SAINNEVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
