Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
SOUTERRAIN;BATHIL61G.COE;LIAISON 225kV N0 1 BATHIE (LA)-GRAND-COEUR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALOUEL61MALA6;LIAISON 225kV N0 1 ALOUETTES (LES)-MALASSIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;VAUPAL61YAINV;LIAISON 225kV N0 1 VAUPALIERE (LA)-YAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRUA5L61L.NEU;LIAISON 225kV N0 1 CRUAS (-MEYSSE) - LOGIS-NEUF;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOUTRL61TRANS;LIAISON 225kV N0 1 BOUTRE - TRANS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAREL61VIT.N;LIAISON 225kV N0 1 CHARENTON-VITRY-NORD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FANAUL64ZFAN5;LIAISON 225kV N0 4 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MUHLBL72SIERE;LIAISON 400kV N0 2 MUHLBACH - SIERENTZ;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;GEN.PL61IZERN;LIAISON 225kV N0 1 GENISSIAT-POSTE-IZERNORE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RIVIEL61TREVA;LIAISON 225kV N0 1 RIVIERE (LA) - TREVAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.SEPL62SAINN;LIAISON 225kV N0 2 PONT-SEPT - SAINNEVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.CHAL61TEMP5;LIAISON 225kV N0 1 BUTTES-CHAUMONT - TEMPLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;OUDONL62PERTR;LIAISON 225kV N0 2 OUDON - PERTRE (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;N.MARL63PLAIS;LIAISON 225kV N0 3 NEUILLY-SUR-MARNE (POSTE D) - PLAISANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.LEML61GOBEL;LIAISON 225kV N0 1 CARDINAL LEMOINE - GOBELINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FEURSL61VOLVO;LIAISON 225kV N0 1 FEURS - VOLVON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;N.MARL62PLAIS;LIAISON 225kV N0 2 NEUILLY-SUR-MARNE (POSTE D)-PLAISANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NANTEL61NOURO;LIAISON 225kV N0 1 NANTERRE (EDF) - NOUROTTES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CESTAL61MASQU;LIAISON 225kV N0 1 CESTAS - MASQUET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MENTOL61ZMENT;LIAISON 225kV N0 1 CAMPOROSSO - MENTON - TRINITE-VICTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FEUILL61SSCHA;LIAISON 225kV N0 1 FEUILLANE-ST-CHAMAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AQUEDL61CHENE;LIAISON 225kV N0 1 AQUEDUCS (LES)-CHENET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.VINL62HANNA;LIAISON 225kV N0 2 HANNART-HAUT-VINAGE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CONCEL61RABAT;LIAISON 225kV N0 1 CONCEPTION-RABATAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MIONSL61VENIS;LIAISON 225kV N0 1 MIONS-VENISSIEUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.SE5L71B.TOL;LIAISON 400kV N0 1 BOIS-DE-SERVES - BOIS-TOLLOT;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61CRETA;LIAISON 225kV N0 1 ARRIGHI-CRETAINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOISSL61CUS.P;LIAISON 225kV N0 1 BOISSE (LA) - CUSSET-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GENITL61ORSON;LIAISON 225kV N0 1 GENITOY-ORSONVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOISSL62CUS.P;LIAISON 225kV N0 2 BOISSE (LA) - CUSSET-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRAFFL61SPORE;LIAISON 225kV N0 1 GRAFFENSTADEN-SPORENINSEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL62PERRE;LIAISON 225kV N0 2 CORMEILLES-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DECHYL61T.NOI;LIAISON 225kV N0 1 DECHY - TERRES-NOIRES (S.N.C.F.);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;A.NOUL61FLEAC;LIAISON 225kV N0 1 ASNIERES-SUR-NOUERE - FLEAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ULISSL63ZV.OR;LIAISON 225kV N0 3 CHEVILLY - ULIS (LES) - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.DIEL61VAUPA;LIAISON 225kV N0 1 HOTEL DIEU - VAUPALIERE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOREAL62ZMORE;LIAISON 225kV N0 2 GAUDIERE (LA) - MOREAU - CONQUES-SUR-ORBIEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL62VLEJU;LIAISON 225kV N0 2 CHEVILLY-VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;.G.ROL61HOSPI;LIAISON 225kV N0 1 GRAU-ROIG - HOSPITALET (L);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL62ZV.BE;LIAISON 225kV N0 2 FALLOU - PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AUSTEL61NATI3;LIAISON 225kV N0 1 AUSTERLITZ-NATION;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SACL5L61SSAU5;LIAISON 225kV N0 1 SACLAY (PLATEAU) - ST-AUBIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOIMOL61P.GAS;LIAISON 225kV N0 1 MOIMONT - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CIROLL62LOGES;LIAISON 225kV N0 2 CIROLLIERS-LOGES (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AUBE6L61CZNEU;LIAISON 225kV N0 1 AUBERVILLIERS - COURNEUVE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRISOL61PRAL5;LIAISON 225kV N0 1 GRISOLLES - PRALONG;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BRUGEL61MQIS;LIAISON 225kV N0 1 BRUGES - MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ETINCL62GAVRE;LIAISON 225kV N0 2 ETINCHELLE-GAVRELLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;REVESL61SEINE;LIAISON 225kV N0 1 REVEST - SEINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORNA5L61SSOU5;LIAISON 225kV N0 1 ORNANO-ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MANDAL71PEUP5;LIAISON 400kV N0 1 MANDARINS - PEUPLINGUES;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;GIVORL61OULLI;LIAISON 225kV N0 1 GIVORS-OULLINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.GASL61V.BEL;LIAISON 225kV N0 1 PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.MERL61LINGO;LIAISON 225kV N0 1 CAGNES-SUR-MER-LINGOSTIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAIXAL61M.BRU;LIAISON 225kV N0 1 BAIXAS - MAS BRUNO;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARENCL61SEPTE;LIAISON 225kV N0 1 ARENC - SEPTEMES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALMA L61BAUDR;LIAISON 225kV N0 1 ALMA - BAUDRY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;Q.SEIL61TAMAR;LIAISON 225kV N0 1 QUATRE SEIGNEURS - TAMAREAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHOLEL61DISTR;LIAISON 225kV N0 1 CHOLET - DISTRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.JANL61SAUM6;LIAISON 225kV N0 1 CAP JANET - SAUMATY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.SSBL61DOBER;LIAISON 225kV N0 1 BAIE-DE-ST-BRIEUC - DOBERIE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MEZE5L63PORCH;LIAISON 225kV N0 3 MEZEROLLES - PORCHEVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.ILEL61ZMER7;LIAISON 225kV N0 1 FROGES - GRANDE-ILE - MERCIERS (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;D.FRAL62LINGO;LIAISON 225kV N0 2 DIGUE-DES-FRANCAIS-LINGOSTIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTPELL63TAMAR;LIAISON 225kV N0 3 MONTPELLIER - TAMAREAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LAGAFL62TRI.P;LIAISON 225kV N0 2 LAGAFIERE-TRICASTIN-POSTE (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARGE6L61FALLO;LIAISON 225kV N0 1 ARGENTEUIL-FALLOU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ISCLEL62P.ORG;LIAISON 225kV N0 2 ISCLES (LES)-PLAN-D ORGON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.FALL62SAINN;LIAISON 225kV N0 2 HAUTES - FALAISES - SAINNEVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.ROUL61CHARP;LIAISON 225kV N0 1 CHARPENAY-CROIX-ROUSSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMNEVL61ZGAN5;LIAISON 225kV N0 1 AMNEVILLE - ST-HUBERT - VIGY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PEYROL61SAUMA;LIAISON 225kV N0 1 PEYROU - SAUMADE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LATENL61ZC.OM;LIAISON 225kV N0 1 LATENA - PERTAIN - CRESSY-OMENCOURT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLAMEL61WEPPE;LIAISON 225kV N0 1 FLAMENGRIE-WEPPES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LIESSL62ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.RIVL61GUERS;LIAISON 225kV N0 1 GRANDES-RIVIERES - GUERSAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.ROSL61SSAVO;LIAISON 225kV N0 1 PETITE-ROSSELLE-ST-AVOLD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PLAISL62ZGAL5;LIAISON 225kV N0 2 GALERES - PLAISANCE - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LEVALL62PERRE;LIAISON 225kV N0 2 LEVALLOIS-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CANTEL61MARSI;LIAISON 225kV N0 1CANTEGRIT- MARSILLON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MUR  L61P.HA5;LIAISON 225kV N0 1 MUR (-DE-BRETAGNE) - PLAINE HAUTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.DIEL62VAUPA;LIAISON 225kV N0 2 HOTEL DIEU-VAUPALIERE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.EPIL61DOMLO;LIAISON 225kV N0 1 BELLE-EPINE-DOMLOUP;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FOCH L62PUTEA;LIAISON 225kV N0 2 FOCH-PUTEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;.SOTEL61MOULA;LIAISON 225kV N0 1 MOULAINE - SOTEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALOUEL61PLAIS;LIAISON 225kV N0 1 ALOUETTES (LES)-PLAISANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAINL63DAMBR;LIAISON 225kV N0 3 CHAINGY - DAMBRON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RQROUL61S.AIR;LIAISON 225kV N0 1 ROQUEROUSSE - SALON-BEL-AIR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RASSUL61S.AIR;LIAISON 225kV N0 1 RASSUEN - SALON-BEL-AIR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CABESL61M.BRU;LIAISON 225kV N0 1 CABESTANY - MAS BRUNO;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLANDL61ROMAI;LIAISON 225kV N0 1 FLANDRE-ROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RISSOL62T.VIC;LIAISON 225kV N0 2 RISSO-TRINITE-VICTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOUL8L62VLEJU;LIAISON 225kV N0 2 MOULINEAUX - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CASTAL61SEVRE;LIAISON 225kV N0 1 CASTAGNARY-SEVRES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AQUEDL62CHENE;LIAISON 225kV N0 2 AQUEDUCS (LES)-CHENET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MEZE5L61VERIN;LIAISON 225kV N0 1 MEZEROLLES- VERINNERIE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRIMEL61FLAND;LIAISON 225kV N0 1 CRIMEE-FLANDRE (TR611);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MONL62B.MON;LIAISON 225kV N0 2 BEAUMONT-MONTEUX - AT762;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SAUM6L61SEPTE;LIAISON 225kV N0 1 SAUMATY-SEPTEMES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CUS.PL61SSAMO;LIAISON 225kV N0 1 CUSSET-POSTE-ST-AMOUR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LESCAL61MARSI;LIAISON 225kV N0 1 LESCAR - MARSILLON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORELLL61P.AND;LIAISON 225kV N0 1 ORELLE-PRAZ-ST-ANDRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;EDITHL61TRI.P;LIAISON 225kV N0 1 EDITH - TRICASTIN-POSTE (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LAVALL61OUDON;LIAISON 225kV N0 1 LAVAL - OUDON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ELANCL61SSAU5;LIAISON 225kV N0 1 ELANCOURT - ST-AUBIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRANDL61ZLANA;LIAISON 225kV N0 1 RUEYRES - GRANDVAL - LANAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAMPAL61PAPIN;LIAISON 225kV N0 1 GAMPALOUP - PAPIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CESTAL61PESSA;LIAISON 225kV N0 1 CESTAS - PESSAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALBERL61CHAV6;LIAISON 225kV N0 1 ALBERTVILLE-CHAVANOD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALSACL61PERRE;LIAISON 225kV N0 1 ALSACE-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSAVOL61ZSAU9;LIAISON 225kV N0 1 LANEUVEVILLE - SAULNOIS - ST-AVOLD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOISSL61GEN.P;LIAISON 225kV N0 1 BOISSE (LA) - GENISSIAT-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BARBAL61SAUCA;LIAISON 225kV N0 1 BARBAN - SAUCATS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BXBOUL61TEMP5;LIAISON 225kV N0 1 BEAUBOURG-TEMPLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL61CORIO;LIAISON 225kV N0 1 CHEVILLY-CORIOLIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PESSAL61SAUCA;LIAISON 225kV N0 1 PESSAC-SAUCATS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.GASL61PERSA;LIAISON 225kV N0 1 PLESSIS-GASSOT - PERSAN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOUGUL61TARN5;LIAISON 225kV N0 1 MOUGUERRE-TARNOS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRENAL61MIONS;LIAISON 225kV N0 1 GRENAY-MIONS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAIXAL61SOLER;LIAISON 225kV N0 1 BAIXAS - LE SOLER;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MORBRL61MORB5;LIAISON 225kV N0 1 MORBRAS-MORBRAS (POSTE SOURCE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORIOL61FAIDH;LIAISON 225kV N0 1 CORIOLIS-FAIDHERBE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL61GENN3;LIAISON 225kV N0 1 FALLOU-GENNEVILLIERS(TURBINE A GAZ);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HARC7L61MENUS;LIAISON 225kV N0 1 HARCOURT (POSTE BLINDE)-MENUS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COMMUL61VIELM;LIAISON 225kV N0 1 COMMUNE-VIELMOULIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRUA5L62L.NEU;LIAISON 225kV N0 2 CRUAS (-MEYSSE)-LOGIS-NEUF;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;A.NOUL62FLEAC;LIAISON 225kV N0 2 ASNIERES-SUR-NOUERE - FLEAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AVOINL61AVOI5;LIAISON 225kV N0 1 AVOINE-AVOINE(POSTE 400 kV);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.QUEL61VAUPA;LIAISON 225kV N0 1 GRAND-QUEVILLY-VAUPALIERE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AVENIL61CRIME;LIAISON 225kV N0 1 AVENIR-CRIMEE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61SSMR;LIAISON 225kV N0 1 ARRIGHI - ST-MAUR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOIRAL61PEREL;LIAISON 225kV N0 1 MOIRANS - PERELLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GENITL61VLEVA;LIAISON 225kV N0 1 GENITOY-VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BALMAL61GRAMO;LIAISON 225kV N0 1 BALMA (POSTE) - GRAMONT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.FALL61SAINN;LIAISON 225kV N0 1 HAUTES - FALAISES - SAINNEVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;A.DOUL61COUFF;LIAISON 225kV N0 1 ARNAC-SUR-DOURDOU - COUFFRAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOUGIL61P.GR5;LIAISON 225kV N0 1 MOUGINS-PLAN-DE-GRASSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BACALL61BRUGE;LIAISON 225kV N0 1 BACALAN-BRUGES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARENCL61V.POR;LIAISON 225kV N0 1 ARENC - VIEUX-PORT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FREJUL62TRANS;LIAISON 225kV N0 2 FREJUS-TRANS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;TIVERL61ZSEMO;LIAISON 225kV N0 1 CARRES(LES) - DAMBRON - TIVERNON - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLOIRL61MQIS;LIAISON 225kV N0 1 FLOIRAC EDF-MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MIONSL61ZGREN;LIAISON 225kV N0 1 AOSTE - GRENAY - MIONS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;VAIREL61VLEVA;LIAISON 225kV N0 1 VAIRES (-SUR-MARNE) - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOLL5L62CROI6;LIAISON 225kV N0 2 BOLLENE-CROISIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AVELIL61MASTA;LIAISON 225kV N0 1 AVELIN - MASTAING;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL61ZHERB;LIAISON 225kV N0 1 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CONCEL61V.POR;LIAISON 225kV N0 1 CONCEPTION - VIEUX-PORT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CERGYL64ZFRO7;LIAISON 225kV N0 4 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DOULOL61ZDOUL;LIAISON 225kV N0 1 CHEVIRE - DOULON - ST-JOSEPH;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AUBE6L61SEINE;LIAISON 225kV N0 1 AUBERVILLIERS - SEINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL64ZFRO7;LIAISON 225kV N0 4 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DAMBRL62G.DEN;LIAISON 225kV N0 2 DAMBRON-GAULT-SAINT-DENIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORVAUL61ZORVA;LIAISON 225kV N0 1 CORDEMAIS-POSTE - ST JOSEPH - ORVAULT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LAVEYL61MTGRO;LIAISON 225kV N0 1 LAVEYRUNE - MONTGROS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BXRE6L61SSEA2;LIAISON 225kV N0 1 BEAUREGARD(SAINT-LAURENT-NOUAN)-ST-LAURENT-DES-EAUX B;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BERGHL62SARR9;LIAISON 225kV N0 2 BERGHOLZ-SARRALTROFF;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MAZARL61RABAT;LIAISON 225kV N0 1 MAZARGUES-RABATAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSJOSL61ZORVA;LIAISON 225kV N0 1 CORDEMAIS-POSTE - ST JOSEPH - ORVAULT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61VIT.N;LIAISON 225kV N0 1 ARRIGHI-VITRY-NORD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GIVORL61MIONS;LIAISON 225kV N0 1 GIVORS - MIONS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRETAL61GOBEL;LIAISON 225kV N0 1 CRETAINE-GOBELINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLANDL61MAGEN;LIAISON 225kV N0 1 FLANDRE-MAGENTA;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOLL5L61C.RHO;LIAISON 225kV N0 1 BOLLENE-CHATEAUNEUF-DU-RHONE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ESCAIL61NEOUL;LIAISON 225kV N0 1 ESCAILLON (L )-NEOULES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SEINEL62SSOU5;LIAISON 225kV N0 2 SEINE - ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL61PATOU;LIAISON 225kV N0 1 CHESNOY (LE) - PATOU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GERSTL61STRAS;LIAISON 225kV N0 1 GERSTHEIM-STRASBOURG;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61CHEVI;LIAISON 225kV N0 1 ARRIGHI-CHEVILLY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COR.PL61ZORVA;LIAISON 225kV N0 1 CORDEMAIS-POSTE - ST JOSEPH - ORVAULT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSROCL61VERTE;LIAISON 225kV N0 1 ST-ROCH - VERTEFEUILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DAMBRL62ZESPI;LIAISON 225kV N0 2 CHAUNAY - DAMBRON - ESPIERS (LES);EN EXPLOITATION;225kV;1;;;;;;;;
