Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
SOUTERRAIN;FREJUL61TRANS;LIAISON 225kV N0 1 FREJUS-TRANS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AQUEDL62LISSE;LIAISON 225kV N0 2 AQUEDUCS (LES) - LISSES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARGE6L61CORME;LIAISON 225kV N0 1 ARGENTEUIL-CORMEILLES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HOLQUL61LONG9;LIAISON 225kV N0 1 HOLQUE-LONGUENESSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOR.CL61FLOIR;LIAISON 225kV N0 1 BORDEAUX CENTRE-FLOIRAC EDF;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOISSL61MEYZI;LIAISON 225kV N0 1 BOISSE (LA) - MEYZIEU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSAMOL61VAISE;LIAISON 225kV N0 1 ST-AMOUR-VAISE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;EGUZOL61MARMA;LIAISON 225kV N0 1 EGUZON-MARMAGNE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RICHAL62SONNE;LIAISON 225kV N0 2 RICHARDET-SONNETTES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALESIL61R.COT;LIAISON 225kV N0 1 ALESIA-RENE COTY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.RHIL61SPORE;LIAISON 225kV N0 1 PORT-DU-RHIN-SPORENINSEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MORBRL62SONNE;LIAISON 225kV N0 2 MORBRAS-SONNETTES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.ROUL62V.ILE;LIAISON 225kV N0 2 GUE-AU-ROUX (LE) - VENT-DES-ILES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL61ZS.CU;LIAISON 225kV N0 1 AYRES - SALLES CURAN - ONET-LE-CHATEAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRAMOL61VERFE;LIAISON 225kV N0 1 GRAMONT - VERFEIL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.COLL62WARAN;LIAISON 225kV N0 2 GRAND COLOMBIER-WARANDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CIROLL61LOGES;LIAISON 225kV N0 1 CIROLLIERS-LOGES (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GABIOL61RATIE;LIAISON 225kV N0 1 GABION-RATIER;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BRUGEL61ZPARR;LIAISON 225kV N0 1 BRUGES - GARIES - PESSAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOUCHL71MASTA;LIAISON 400kV N0 1 BOUCHAIN - MASTAING;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;MAMBEL61VAROI;LIAISON 225kV N0 1 MAMBELIN - VAROILLES (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAYETL61MTVIC;LIAISON 225kV N0 1 BAYET - MONTVICQ;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.GASL62V.BEL;LIAISON 225kV N0 2 PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BIANCL61FREJU;LIAISON 225kV N0 1 BIANCON - FREJUS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BIANCL61P.GR5;LIAISON 225kV N0 1 BIANCON-PLAN-DE-GRASSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL63CZTRY;LIAISON 225kV N0 3 CHESNOY (LE) - COURTRY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MAIL61E.BOT;LIAISON 225kV N0 1 BELLE-DE-MAI-ENCO-DE-BOTTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAVREL61MORCH;LIAISON 225kV N0 1 GAVRELLE - MORCHIES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL61NOVIO;LIAISON 225kV N0 1 FALLOU-NOVION;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LEVALL63PERRE;LIAISON 225kV N0 3 LEVALLOIS - PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ERASML61GOBEL;LIAISON 225kV N0 1 ERASME-GOBELINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COUPVL61ORSON;LIAISON 225kV N0 1 COUPVRAY - ORSONVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BIANCL61MOUGI;LIAISON 225kV N0 1 BIANCON-MOUGINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTJAYL61ZMTJA;LIAISON 225kV N0 1 ST-AUBIN - MONTJAY - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COUDOL62GARD7;LIAISON 225kV N0 2 COUDON (LE)-GARDE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CERGYL73TERRI;LIAISON 400kV N0 3 CERGY - TERRIER;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;CARDIL61NOVIO;LIAISON 225kV N0 1 CARDINET-NOVION;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL61RUNGI;LIAISON 225kV N0 1 CHEVILLY-RUNGIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL61CRETA;LIAISON 225kV N0 1 CHEVILLY - CRETAINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRIM5L61TRANS;LIAISON 225kV N0 1 GRIMAUD - TRANS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL62VOULZ;LIAISON 225kV N0 2 CHESNOY (LE)-VOULZIE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAREL61CORIO;LIAISON 225kV N0 1 CHARENTON-CORIOLIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARGE6L61PERRE;LIAISON 225kV N0 1 ARGENTEUIL-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL63ZFANA;LIAISON 225kV N0 3 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL64ZFAN5;LIAISON 225kV N0 4 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ENVALL61SSRO5;LIAISON 225kV N0 1 ENVAL - ST-PIERRE-ROCHE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;TRANSL61ZGUE5;LIAISON 225kV N0 1 GUERACHE (LA) - PIQUAGE A GUERACHE (LA) - TRANS - VINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL61GANGE;LIAISON 225kV N0 1 AYRES - GANGES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CSLL8L61TAMAR;LIAISON 225kV N0 1 CASTELLE (LA) - TAMAREAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NEY  L62SSOU5;LIAISON 225kV N0 2 NEY - ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.SEPL61SAINN;LIAISON 225kV N0 1 PONT-SEPT-SAINNEVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;E.BOTL61MAZAR;LIAISON 225kV N0 1 ENCO-DE-BOTTE-MAZARGUES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOUSCL61BRUGE;LIAISON 225kV N0 1 BOUSCAT-BRUGES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTCROL61VENDI;LIAISON 225kV N0 1 MONTCROISETTE - VENDIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BEC5 L62MQIS;LIAISON 225kV N0 2 BEC - MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61GUESD;LIAISON 225kV N0 1 ARRIGHI-GUESDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BONNEL61CUS.P;LIAISON 225kV N0 1 BONNETERRE-CUSSET-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOLL5L61CROI6;LIAISON 225kV N0 1 BOLLENE-CROISIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RIVIEL61SANSS;LIAISON 225kV N0 1 RIVIERE (LA) - SANSSAC (L EGLISE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BERT5L61CHEVI;LIAISON 225kV N0 1 BERTHOLLET-CHEVILLY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ELANCL61VERIN;LIAISON 225kV N0 1 ELANCOURT - VERINNERIE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PLAISL61ROMAI;LIAISON 225kV N0 1 PLAISANCE-ROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;VLEJUL611CLAM;LIAISON 225kV N0 1 CLAMART - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MOUL8L61VLEJU;LIAISON 225kV N0 1 MOULINEAUX - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RICHAL61SONNE;LIAISON 225kV N0 1 RICHARDET-SONNETTES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BATELL61SSOU5;LIAISON 225kV N0 1 BATELIERS-ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NANTEL62RUEIL;LIAISON 225kV N0 2 NANTERRE-RUEIL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MORBRL62MORB5;LIAISON 225kV N0 2 MORBRAS-MORBRAS (POSTE SOURCE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAIXAL62SOLER;LIAISON 225kV N0 2 BAIXAS - LE SOLER;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.MASL61ISSOI;LIAISON 225kV N0 1 GRAND-MAS (LE) - ISSOIRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AUSTEL61CORIO;LIAISON 225kV N0 1 AUSTERLITZ-CORIOLIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MONL61G.CO6;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - GRAND-COURBIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CPNIEL61SABL5;LIAISON 225kV N0 1 CHAMPAGNIER-SABLES (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.CHAL61ROMAI;LIAISON 225kV N0 1 BUTTES CHAUMONT-ROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL65MTERE;LIAISON 225kV N0 5 CHESNOY (LE)-MONTEREAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSAU5L61VLERA;LIAISON 225kV N0 1 ST-AUBIN-VILLERAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DECINL61VENIS;LIAISON 225kV N0 1 DECINES-VENISSIEUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMARGL61ZARGO;LIAISON 225kV N0 1 AMARGUE - AMIENS - ARGOEUVES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CALA5L61MUR;LIAISON 225kV N0 1 CALAN - MUR (-DE-BRETAGNE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;TAVELL62VIRAD;LIAISON 225kV N0 2 TAVEL-VIRADEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL61F.LOU;LIAISON 225kV N0 1 CORMEILLES - FOSSE AUX LOUPS (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL61ROUSS;LIAISON 225kV N0 1 CHESNOY (LE) - ROUSSON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61MORBR;LIAISON 225kV N0 1 ARRIGHI-MORBRAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHESNL62CZTRY;LIAISON 225kV N0 2 CHESNOY (LE)-COURTRY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARENCL61SAUM6;LIAISON 225kV N0 1 ARENC-SAUMATY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DOMLOL61MORIH;LIAISON 225kV N0 1 DOMLOUP - MORIHAN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BERSAL62PERTA;LIAISON 225kV N0 2 BERSAUCOURT - PERTAIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;H.PAUL61ZCUR5;LIAISON 225kV N0 1 CURTIL - GROSNE - HENRI-PAUL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;V.BELL62ZV.BE;LIAISON 225kV N0 2 FALLOU - PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.FO6L61MIONN;LIAISON 225kV N0 1 CAILLOUX-SUR-FONTAINES - MIONNAY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.MASL62ISSOI;LIAISON 225kV N0 2 GRAND-MAS (LE) - ISSOIRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DARSEL61RASSU;LIAISON 225kV N0 1 DARSE-RASSUEN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAMBEL61VINC5;LIAISON 225kV N0 1 GAMBETTA - VINCENNES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NEY  L61SSOU5;LIAISON 225kV N0 1 NEY-ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALESIL61BERT5;LIAISON 225kV N0 1 ALESIA-BERTHOLLET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMIENL61ZBXV6;LIAISON 225kV N0 1 AMIENS - AVESNES-LE-COMTE - VICOGNE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRETAL61R.COT;LIAISON 225kV N0 1 CRETAINE-RENE COTY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMELOL61SAUS5;LIAISON 225kV N0 1 AMELOT (AEROPORT PARIS NORD) - SAUSSET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NEOULL61ZROCB;LIAISON 225kV N0 1 NEOULES - ROCBARON - VINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAREL61COLON;LIAISON 225kV N0 1 CHARENTON-COLONIE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMNEVL61RICHE;LIAISON 225kV N0 1 AMNEVILLE-RICHEMONT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;A.COML61MTCRO;LIAISON 225kV N0 1 AVESNES-LE-COMTE - MONTCROISETTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.REGL62VIELM;LIAISON 225kV N0 2 CHAMPS-REGNAUD-VIELMOULIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ANTIBL61MOUGI;LIAISON 225kV N0 1 ANTIBES-MOUGINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NIME6L61SSCES;LIAISON 225kV N0 1 NIMES-ST-CESAIRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FROGEL62MONNE;LIAISON 225kV N0 2 FROGES - MONNET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BERGHL61SARR9;LIAISON 225kV N0 1 BERGHOLZ-SARRALTROFF;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAREL61NATI3;LIAISON 225kV N0 1 CHARENTON - NATION III;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CROIXL61ROU.N;LIAISON 225kV N0 1 CROIX (LA) - ROUBAIX-NORD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BISSYL61G.ILE;LIAISON 225kV N0 1 BISSY-GRANDE-ILE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DECHYL62T.NOI;LIAISON 225kV N0 2 DECHY - TERRES-NOIRES (S.N.C.F.);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FANAUL63ZFANA;LIAISON 225kV N0 3 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DAMBRL61ZJUST;LIAISON 225kV N0 1 CHAUNAY - DAMBRON - JUSTICE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MALA6L61NATI3;LIAISON 225kV N0 1 MALASSIS-NATION;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ROBI5L61ZROBI;LIAISON 225kV N0 1 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GARD7L61HYERE;LIAISON 225kV N0 1 GARDE (LA)-HYERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LEVALL61PERRE;LIAISON 225kV N0 1 LEVALLOIS-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SAUS5L61ZGONE;LIAISON 225kV N0 1 PLESSIS-GASSOT - SAUSSET - GONESSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MARTYL61PONAN;LIAISON 225kV N0 1 MARTYRE (LA) - PONANT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL61V.GEO;LIAISON 225kV N0 1 ARRIGHI-VILLENEUVE-ST-GEORGES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;JONQUL62SSCES;LIAISON 225kV N0 2 JONQUIERES-ST-CESAIRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAMBEL61MALA6;LIAISON 225kV N0 1 GAMBETTA-MALASSIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PERRAL61SSAMO;LIAISON 225kV N0 1 PERRACHE - ST AMOUR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;EGUZOL61MOUS5;LIAISON 225kV N0 1 EGUZON-MOUSSEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MENUSL61MUETT;LIAISON 225kV N0 1 MENUS-LA MUETTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SACL5L61VLERA;LIAISON 225kV N0 1 SACLAY (PLATEAU) - VILLERAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LAMORL61NANTE;LIAISON 225kV N0 1 LAMORUE-NANTERRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL61NANTE;LIAISON 225kV N0 1 CORMEILLES-NANTERRE (1A-1);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL61PERRE;LIAISON 225kV N0 1 CORMEILLES-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BACALL61MQIS;LIAISON 225kV N0 1 BACALAN-MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DOMLOL62ZSSL7;LIAISON 225kV N0 2 BELLE-EPINE - DOMLOUP - ST-LAURENT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PATISL61REMIS;LIAISON 225kV N0 1 PATIS - REMISE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HELLEL61M.LIL;LIAISON 225kV N0 1 HELLEMMES-MOULINS-LILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ROBI5L62ZROB5;RES. LIAISON 225kV N0 2 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CROIXL61P.ME5;LIAISON 225kV N0 1 CROIX (LA)-PETIT-MENIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;A.MOUL61DURAN;LIAISON 225kV N0 1 AIX-MOURET - DURANNE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CERGYL63ZFRO6;LIAISON 225kV N0 3 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CESTAL61CONST;LIAISON 225kV N0 1 CESTAS - CONSTANTIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MONL61B.MON;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - AT761;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COMMUL61H.PAU;LIAISON 225kV N0 1 COMMUNE-HENRI-PAUL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLOIRL62MQIS;LIAISON 225kV N0 2 FLOIRAC EDF-MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;E.RHOL61ZMANG;LIAISON 225kV N0 1 ETOILE-SUR-RHONE - LOGIS-NEUF - VALENCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;M.PONL65PONTE;LIAISON 225kV N0 5 MARTIGUES-PONTEAU - PONTEAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSJOSL61ZDOUL;LIAISON 225kV N0 1 CHEVIRE - DOULON - ST-JOSEPH;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FROGEL61MONNE;LIAISON 225kV N0 1 FROGES - MONNET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.SIML61PALAY;LIAISON 225kV N0 1 PORTET-ST-SIMON  - PALAYRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CAULAL61SEINE;LIAISON 225kV N0 1 CAULAINCOURT - SEINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MORBRL62ZLAN8;LIAISON 225kV N0 2 LANGLOIS - MORBRAS - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOULEL61PUTEA;LIAISON 225kV N0 1 BOULE (LA) - PUTEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MORIHL62ZKERL;LIAISON 225kV N0 2 CHEVIRE - CORDEMAIS-POSTE - MORIHAN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;E.BOTL61RABAT;LIAISON 225kV N0 1 ENCO-DE-BOTTE - RABATAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CREC6L62WEPPE;LIAISON 225kV N0 2 CRECHETS (LES)-WEPPES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PUTEAL61PUTE5;LIAISON 225kV N0 1 PUTEAUX-PUTEAUX (IMPASSE LEGAGNEUX);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BISC6L62JONQU;LIAISON 225kV N0 2 BISCARRAT-JONQUIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL62SSVIC;LIAISON 225kV N0 2 AYRES - ST-VICTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHEVIL61V.GEO;LIAISON 225kV N0 1 CHEVILLY - VILLENEUVE-ST-GEORGES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;N.MARL61PLAIS;LIAISON 225kV N0 1 NEUILLY-SUR-MARNE (POSTE D)-PLAISANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COUPVL61VLEVA;LIAISON 225kV N0 1 COUPVRAY - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GUEUGL61H.PAU;LIAISON 225kV N0 1 GUEUGNON - HENRI-PAUL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GATELL61ZSSG7;LIAISON 225kV N0 1 BREUIL (LE) - GATELLIER - GODIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NOISYL61ROMAI;LIAISON 225kV N0 1 NOISY - ROMAINVILLE 1 (SNCF);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;VLEJUL61VLERA;LIAISON 225kV N0 1 VILLEJUST-VILLERAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PRRTTL61VERTE;LIAISON 225kV N0 1 PIERRETTE (LA) - VERTEFEUILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;EDITHL62TRI.P;LIAISON 225kV N0 2 EDITH - TRICASTIN-POSTE (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ULISSL61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAVREL61LAMBR;LIAISON 225kV N0 1 GAVRELLE - LAMBRES-LEZ-DOUAI;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.GUEL61PRINQ;LIAISON 225kV N0 1 BANC-DE-GUERANDE - PRINQUIAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LAMORL62NANTE;LIAISON 225kV N0 2 LAMORUE - NANTERRE (EDF);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTEZIL72MTEZ5;LIAISON 400kV N0 2 MONTEZIC (CENTRALE) - MONTEZIC (POSTE EXTERIEUR);EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;HARC7L61ROBI5;LIAISON 225kV N0 1 HARCOURT (POSTE BLINDE) - ROBINSON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAUDIL61LIVIE;LIAISON 225kV N0 1 LA GAUDIERE - LIVIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GEN.PL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BXCAIL62JONQU;LIAISON 225kV N0 2 BEAUCAIRE(CENTRALE CNR)-JONQUIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BALMAL61TOU.C;LIAISON 225kV N0 1 BALMA (POSTE)-TOULOUSE CENTRE;EN EXPLOITATION;225kV;1;;;;;;;;
