Région;Solar_MW;Wind_MW;Battery_MWh
Auvergne-Rhône-Alpes;0.0;0.0;0.0
Bourgogne-Franche-Comté;0.0;0.0;5919.333333333388
Bretagne;0.0;0.0;22842.166666666748
Centre-Val de Loire;0.0;0.0;0.0
Grand Est;0.0;0.0;0.0
Hauts-de-France;0.0;0.0;6809.83333333322
Normandie;0.0;0.0;0.0
Nouvelle-Aquitaine;0.0;0.0;0.0
Occitanie;0.0;0.0;2686.6666666665797
Pays de la Loire;0.0;0.0;0.0
Provence-Alpes-Côte d'Azur;0.0;0.0;0.0
Île-de-France;0.0;0.0;0.0
