Région;Solar_MW;Wind_MW;Battery_MWh
Auvergne-Rhône-Alpes;0.0;0.0;-0.0
Bourgogne-Franche-Comté;0.0;8840.683754164016;-0.0
Bretagne;0.0;0.0;-0.0
Centre-Val de Loire;0.0;0.0;-0.0
Grand Est;0.0;0.0;-0.0
Hauts-de-France;0.0;9684.303781987403;56381.04250991505
Normandie;0.0;0.0;-0.0
Nouvelle-Aquitaine;0.0;0.0;-0.0
Occitanie;0.0;9806.1805368756;-0.0
Pays de la Loire;0.0;0.0;-0.0
Provence-Alpes-Côte d'Azur;0.0;0.0;-0.0
Île-de-France;0.0;0.0;-0.0
